lemma;tags;ordklasse
oldermand;SAM;S
oldfrue;HUS;S
oldgesel;HÅN;S
olie;"FLO;HÅN";S
oliebrødkage;GAS;S
om;SLÆ;S
omstændighed;KOG;S
ophæver;"SAM;HÅN";S
opkomst;HAN;S
opløb;"HAN;SØF";S
oprømmer;HÅN;S
oprør;"SAM;VER";S
opsat;"FLO;KOG";S
opsidder;SAM;S
opsigt;HAN;S
optog;"HAN;MIL";S
orden;"KOG;SAM";S
ordning;SAM;S
ore;FAU;S
organist;MUS;S
orgel;MUS;S
orgelist;MUS;S
orlog;"MIL;SØF";S
orlogger;SØF;S
orlov;JUR;S
ort;"VER;HÅN";S
ort;"BES;KVA";S
os;FLO;S
ost;"VER;SØF";S
overdåd;FØL;S
overdådighed;SAM;S
overfald;MIL;S
overflod;"KVA;VER";S
overhaling;SPR;S
overherre;SAM;S
overhæng;HÅN;S
overhånd;HAN;S
overlast;HAN;S
overløb;BES;S
overmod;FØL;S
overskærer;"HÅN;MIL";S
overslag;"HAN;BES";S
ovnbrød;GAS;S
ovrighed;SAM;S
padde;FAU;S
paddehat;FLO;S
pagt;JUR;S
pak;BES;S
pakkenelliker;BES;S
palads;SAM;S
paladsgreve;SAM;S
pale;REL;S
paltsrok;BEK;S
pamper;MIL;S
pande;HUS;S
pander;MIL;S
panel;HUS;S
panser;"BEK;MIL;HÅN";S
pant;JUR;S
pantoffel;BEK;S
pap;GAS;S
papegøje;FAU;S
papir;HÅN;S
par;KVA;S
paradiskorn;FLO;S
pardel;SAM;S
parder;FAU;S
parkem;BEK;S
parlament;SAM;S
part;"SAM;JUR";S
parti;"SAM;KVA;JUR";S
partisan;MIL;S
pas;"KVA;RUM";S
pas;"SAM;BEV";S
pasbord;JUR;S
pashamp;HÅN;S
passager;BEV;S
passion;"REL;FØL";S
passionerer;BEV;S
patine;BEK;S
patron;"HÅN;MIL";S
patrone;SAM;S
paulun;SAM;S
pave;REL;S
pavement;HUS;S
pavst;REL;S
pebling;SAM;S
pejs;HUS;S
peklin;BEK;S
peld;BEK;S
pels;"FAU;BEK";S
pelser;HÅN;S
pelteri;HÅN;S
pene;JUR;S
penningebrev;JUR;S
penningebræde;BES;S
pens;BES;S
pensel;HÅN;S
pension;BES;S
pergament;HÅN;S
perikel;FØL;S
perk;SAM;S
perle;VER;S
perm;HÅN;S
perse;HÅN;S
persik;FLO;S
persil;RUM;S
persille;FLO;S
persone;SAM;S
pert;FAU;S
pert;SØF;S
pfalzgreve;SAM;S
pibe;"MUS;KVA;HÅN";S
pibekande;HUS;S
pibeovn;HUS;S
piber;"MUS;SØF;FAU";S
pik;MIL;S
pikkelhering;GAS;S
pikkelhue;MIL;S
pikkeronne;SØF;S
pil;MIL;S
pilar;"HÅN;GAS";S
pilkentavl;HUS;S
pille;HÅN;S
pille;KRO;S
pindsyl;HÅN;S
pinebænk;JUR;S
pinelighed;FØL;S
pings;REL;S
pinke;SØF;S
pinse;REL;S
pinsun;KVA;S
pint;KVA;S
pint;KRO;S
pip;KRO;S
piping;FLO;S
pirris;SAM;S
pis;KRO;S
pisel;HUS;S
pit;KRO;S
pitser;HUS;S
pitserring;BEK;S
pjalt;"BEK;FØL";S
plade;"RUM;HÅN";S
pladeslager;HÅN;S
plads;"SAM;VER";S
plage;FØL;S
plan;"HÅN;RUM;KOG";S
planche;HÅN;S
planet;VER;S
planke;HÅN;S
planse;HÅN;S
plante;FLO;S
plasning;TID;S
plaster;KRO;S
platte;"RUM;HUS";S
plattenslager;"HÅN;SAM";S
plejl;HÅN;S
pligt;"SAM;FØL";S
pligt;SØF;S
plogskat;SAM;S
pluds;MIL;S
plukgæld;BES;S
plyg;HÅN;S
plyndergreve;SØF;S
plæk;VER;S
pløk;HÅN;S
podagel;KRO;S
podagra;KRO;S
pode;FLO;S
poderis;FLO;S
pogge;FLO;S
pojte;GAS;S
pok;MIL;S
pokker;"KRO;REL";S
pol;FLO;S
polamit;BEK;S
polej;FLO;S
poløxe;MIL;S
pometekens;BEK;S
pomissten;"VER;HÅN";S
popelsi;KRO;S
poppel;FLO;S
poppele;FLO;S
porreløg;FLO;S
pors;"FLO;GAS";S
port;"SAM;HUS";S
porthus;SAM;S
portner;SAM;S
portugaløs;BES;S
positiv;MUS;S
possement;HAN;S
post;HÅN;S
post;FLO;S
posteg;GAS;S
postej;MIL;S
postelats;BES;S
pote;FAU;S
potte;"HÅN;FLO";S
potter;HÅN;S
potteskår;HÅN;S
pragt;"HAN;BES;FØL";S
prakker;SAM;S
prakkerfoged;SAM;S
praktik;"SAM;HAN";S
pral;HAN;S
pram;SØF;S
prampering;HAN;S
prang;HAN;S
prange;"HAN;BES;SAM";S
preg;HÅN;S
prent;HÅN;S
prenteri;HÅN;S
present;SAM;S
prik;"HÅN;VER";S
primegæld;SØF;S
prin;HÅN;S
pris;"FØL;BES";S
pris;HAN;S
prison;JUR;S
proces;HAN;S
prop;HÅN;S
proviant;GAS;S
proviantbrød;GAS;S
provst;REL;S
provsti;REL;S
prunk;SAM;S
prys;VER;S
pryssing;GAS;S
prøve;"HAN;SAM";S
pudder;"VER;BEK;GAS";S
pudderbysse;GAS;S
puds;HAN;S
pugge;FLO;S
puk;HAN;S
pukkel;"VER;FAU;KRO";S
pukker;HÅN;S
pukkere;SAM;S
pukpyk;HAN;S
puld;BEK;S
pulpet;HUS;S
puls;KRO;S
puls;HÅN;S
pult;"HUS;HÅN";S
pulteri;SAM;S
pulver;HÅN;S
pumpe;"SØF;HÅN";S
pumpetugge;HÅN;S
pundert;BES;S
pundert;MIL;S
puppe;"HUS;FLO";S
pus;VER;S
puster;HÅN;S
put;VER;S
pykke;BEK;S
pynt;"HAN;BEK";S
pægl;KVA;S
pøker;SØF;S
pøl;VER;S
pølle;HUS;S
rabalder;HAN;S
rabus;HAN;S
rack;HUS;S
rad;SAM;S
raft;"HÅN;FLO";S
rage;HUS;S
rak;SAM;S
rakker;HÅN;S
rakkeri;"HAN;FØL";S
rakkerknægt;HÅN;S
rakkerkule;HÅN;S
ram;HAN;S
ramme;HÅN;S
rampe;KRO;S
rams;FLO;S
ranke;FLO;S
ransel;"BEK;SØF";S
ranson;BES;S
ranson;SØF;S
ransoning;BES;S
raphøns;FLO;S
ras;VER;S
rask;HÅN;S
raskop;SAM;S
rasp;HÅN;S
rast;HAN;S
rat;SØF;S
re;"HAN;SAM";S
rebbenspær;GAS;S
rebe;HÅN;S
reberbane;HÅN;S
rebslager;HÅN;S
rebsmand;JUR;S
red;SØF;S
redding;HAN;S
reder;SØF;S
redskab;HÅN;S
regd;SØF;S
regel;"HUS;HÅN";S
regerer;SAM;S
regimente;SAM;S
regnskab;BES;S
rejnfald;GAS;S
rejnfan;FLO;S
rejse;"HAN;BEV;MIL";S
rejsner;"SAM;MIL";S
rem;HÅN;S
rem;HÅN;S
remmesnider;HÅN;S
remp;"KRO;BES";S
rende;"VER;SØF";S
rendebane;SAM;S
rendespil;HAN;S
rendesten;"SAM;SØF";S
rente;BES;S
rentemester;SAM;S
rentener;SAM;S
ret;GAS;S
ret;HAN;S
retfærdighed;"HAN;SAM";S
retgang;JUR;S
retning;"HAN;BEV";S
retter;JUR;S
retterbænk;"GAS;JUR";S
retterdag;JUR;S
rettergang;JUR;S
rettesnor;"HÅN;SAM";S
rettesværd;JUR;S
rettighed;"JUR;BES";S
revir;"VER;SØF";S
ribalde;SAM;S
ribbe;"KRO;HÅN";S
ribbe;HÅN;S
ridder;"SAM;MIL";S
ridderskab;"HAN;SAM;MIL";S
riddersmand;"SAM;MIL";S
ridelagen;HUS;S
rigel;"HÅN;HUS";S
rim;SPR;S
rind;GAS;S
rindsel;BEK;S
ringeldue;FAU;S
ris;"FLO;HÅN";S
ris;KVA;S
risp;HÅN;S
rist;"GAS;HUS";S
rist;HAN;S
ritmester;MIL;S
rode;"SAM;MIL";S
rode;"BES;KVA";S
rodemester;"SAM;MIL";S
rodset;BEK;S
roe;FLO;S
roe;KRO;S
rok;HÅN;S
rok;BEK;S
rokke;FAU;S
rokkel;FAU;S
roland;MUS;S
romer;VER;S
ror;"SØF;HÅN";S
ros;FAU;S
rosbåre;BEV;S
rose;FLO;S
rosennobel;BES;S
rosin;GAS;S
rost;HAN;S
rotlask;HÅN;S
rotsten;HÅN;S
rotte;FAU;S
rottekrudt;FAU;S
rotværk;BEK;S
rov;"HAN;BES";S
rubank;HÅN;S
rud;HÅN;S
rude;"RUM;HUS";S
rude;FLO;S
ruelse;FØL;S
ruf;"SØF;HÅN";S
ruffer;SAM;S
rufferi;HAN;S
rufferske;SAM;S
rug;FLO;S
rugfoder;FAU;S
rughugger;HÅN;S
ruldug;HUS;S
rulle;"HÅN;SAM";S
rumeni;GAS;S
rummeldøs;GAS;S
rumor;HAN;S
rumpe;KRO;S
runddel;RUM;S
rundholt;SØF;S
ruse;FAU;S
russer;VER;S
rust;HAN;S
rustmester;MIL;S
rygfoer;HÅN;S
rygkræft;KRO;S
rygte;"SPR;FØL";S
rylagen;HUS;S
rympling;FAU;S
ryting;MIL;S
rytter;MIL;S
rytteri;MIL;S
ræddike;FLO;S
ræk;"HUS;JUR";S
rækel;FAU;S
række;"HUS;HÅN";S
rækkebænk;JUR;S
ræling;SØF;S
rødbrissel;FLO;S
rødgyder;HÅN;S
rødskær;FLO;S
rødsten;"VER;HÅN";S
røffel;SPR;S
røjer;SØF;S
røllike;FLO;S
rør;MIL;S
rørdrum;FAU;S
røre;"HAN;BEV";S
røst;MIL;S
røstmester;MIL;S
røver;SAM;S
rådhus;SAM;S
rådne;VER;S
rådsfrue;SAM;S
rådslag;"KOG;SAM;SPR";S
rådstol;SAM;S
råge;FAU;S
sabel;FAU;S
sadde;VER;S
sadden;BEK;S
sade;FØL;S
sadelfad;HUS;S
sadelmager;HÅN;S
sagthed;HAN;S
sagtighed;HAN;S
sagtmod;FØL;S
sagvolder;JUR;S
salighed;REL;S
sallun;HUS;S
salse;GAS;S
salsirken;HUS;S
saltsole;VER;S
salve;KRO;S
salving;REL;S
samarie;"BEK;REL";S
samkøb;BES;S
samvittighed;KOG;S
sandart;FAU;S
sanddune;VER;S
sangmester;MUS;S
sap;VER;S
sardug;BEK;S
sargiant;MIL;S
sasse;VER;S
sav;HÅN;S
savblok;HÅN;S
savdæle;HÅN;S
save;KRO;S
schartek;SAM;S
schout;SAM;S
seddel;"BES;SAM";S
sedfer;FLO;S
segl;FLO;S
segl;"SAM;JUR";S
seglatie;SØF;S
seglsten;SØF;S
sejdenskib;SØF;S
sejdespil;MUS;S
sejer;TID;S
sejerstund;TID;S
sejerværk;HÅN;S
sejlads;SØF;S
sejlgarn;SØF;S
sejser;HÅN;S
sekkering;HAN;S
selle;"SAM;HÅN";S
selskab;SAM;S
semand;SLÆ;S
sengenætter;SLÆ;S
serpentine;"MIL;VER;HUS";S
setteni;HÅN;S
sevenbom;FLO;S
si;HUS;S
sideldort;HÅN;S
siden;HÅN;S
sig;"VER;KVA";S
sigel;FLO;S
sigel;HUS;S
signet;HUS;S
sigte;SØF;S
sikkerhed;"FØL;HAN";S
sikling;HÅN;S
sikring;HAN;S
sil;VER;S
silkestikker;HÅN;S
simle;GAS;S
simpelhed;HAN;S
sind;"FØL;KOG";S
sindal;HÅN;S
sindighed;KOG;S
singel;VER;S
singrøn;FLO;S
sinkadusen;FØL;S
sinke;KVA;S
sir;BEK;S
sirat;BEK;S
siring;BEK;S
sise;BES;S
sisebod;SAM;S
sisik;FAU;S
sjughed;KRO;S
sjunk;VER;S
sjæl;"KRO;FØL;KOG";S
sjælebad;REL;S
sjæledag;REL;S
sjælegave;REL;S
skab;FAU;S
skab;HUS;S
skabelon;"KOG;HÅN";S
skaffer;SAM;S
skaffom;FLO;S
skak;HUS;S
skakkeret;RUM;S
skaktavl;HUS;S
skal;FAU;S
skalk;SAM;S
skalk;"GAS;HÅN";
skalkefund;HAN;S
skalkhed;HAN;S
skalle;KRO;S
skalmeje;MUS;S
skamfæring;HAN;S
skamme;KRO;S
skammel;"HUS;HÅN";S
skamper;SAM;S
skand;FØL;S
skandsten;JUR;S
skanse;"MIL;SØF";S
skanse;HAN;S
skar;BEK;S
skare;SAM;S
skarlagen;"BEK;HÅN";S
skarn;SAM;S
skarntyde;FLO;S
skarpe;"HÅN;HAN";S
skarperigter;JUR;S
skarpmese;MIL;S
skarpretter;JUR;S
skartek;SAM;S
skarvagt;MIL;S
skat;"BES;SAM";S
skavank;KRO;S
sked;KRO;S
skede;SAM;S
skedning;HAN;S
skedsherre;JUR;S
skedsmand;JUR;S
skel;"SAM;KOG";S
skemp;FØL;S
skene;HÅN;S
skenkel;KRO;S
skerpentine;MIL;S
skever;VER;S
skeversten;VER;S
skibbrud;SØF;S
skibmand;SØF;S
skibsrustning;SØF;S
skidehus;HUS;S
skider;SAM;S
skidt;"KRO;FØL";S
skifer;VER;S
skik;"KOG;FØL";S
skikkelse;"KRO;SAM";S
skikking;SAM;S
skildpadde;FAU;S
skildvagt;MIL;S
skilling;BES;S
skilt;"MIL;SAM";S
skimling;FAU;S
skimmel;FAU;S
skimring;TID;S
skinder;HÅN;S
skinderi;HAN;S
skink;GAS;S
skinke;GAS;S
skinne;"KRO;HÅN";S
skinneben;KRO;S
skipper;SØF;S
skippund;KVA;S
skirrit;FLO;S
skive;"GAS;HÅN;SØF;HUS";S
skjold;MIL;S
skjorte;BEK;S
skjud;MIL;S
skobod;HÅN;S
skodde;HUS;S
skok;KVA;S
skokketal;KVA;S
skolapper;HÅN;S
skole;SAM;S
skomager;HÅN;S
skonfarsejl;SØF;S
skonrog;"GAS;SØF";S
skorsten;HÅN;S
skot;BES;S
skovl;HÅN;S
skovr;HUS;S
skrabe;"KRO;HÅN";S
skrage;HUS;S
skramme;"KRO;BEK";S
skrange;HÅN;S
skrank;HUS;S
skrankværk;HUS;S
skrave;HÅN;S
skridt;"KRO;BEV";S
skrift;"HAN;SPR;SAM";S
skrin;HUS;S
skrinmagere;HÅN;S
skrivén;SØF;S
skrivereskole;SAM;S
skrivetyg;HUS;S
skrodvægt;HÅN;S
skrolle;KRO;S
skrot;"HÅN;MIL";S
skrue;HÅN;S
skrump;KRO;S
skrædder;HÅN;S
skræv;HÅN;S
skrå;"HÅN;MIL";S
skråtobak;GAS;S
skubkarre;BEV;S
skude;SØF;S
skuestage;SØF;S
skuffe;HUS;S
skuffe;HÅN;S
skuffel;"HUS;FAU";S
skulde;FAU;S
skulder;KRO;S
skuller;FAU;S
skultus;SAM;S
skumring;"TID;HÅN";S
skur;HUS;S
skurramme;HÅN;S
skutilsvend;GAS;S
skuttel;HUS;S
sky;FØL;S
skylding;JUR;S
skyldner;BES;S
skyr;BEK;S
skyt;SAM;S
skyt;MIL;S
skytfærd;MIL;S
skyts;MIL;S
skytte;MIL;S
skytte;HÅN;S
skyttevold;MIL;S
skæft;SAM;S
skæker;JUR;S
skæl;"SØF;FAU";S
skældensord;SPR;S
skælding;SPR;S
skældsbrev;SAM;S
skældsord;SPR;S
skælm;SAM;S
skælmer;SAM;S
skænder;SAM;S
skænk;SAM;S
skænk;"HAN;HUS";
skænkeskive;HUS;S
skænkeøl;GAS;S
skæpperi;FAU;S
skærbrækker;MIL;S
skærbækken;BEK;S
skærdug;HUS;S
skærm;MIL;S
skærmbræt;HUS;S
skærmere;MIL;S
skærmeslag;MIL;S
skærmydsel;"MIL;HAN";S
skærv;"BES;HAN";S
skæve;HÅN;S
skæver;KRO;S
skævl;SAM;S
skøge;SAM;S
skørbug;KRO;S
skøre;"HÅN;SØF";S
skørt;BEK;S
skørtedug;BEK;S
skår;HAN;S
slabberas;"VER;SAM";S
slagbro;SAM;S
slagge;HÅN;S
slagregn;VER;S
slagside;FAU;S
slagskat;BES;S
slagt;MIL;S
slagt;HAN;S
slagtemåned;TID;S
slagter;HÅN;S
slagtning;HAN;S
slagvindue;HUS;S
slange;FAU;S
slat;"GAS;KVA";S
slatte;HUS;S
slemhed;FØL;S
slemmere;SAM;S
slev;HUS;S
sli;FAU;S
slib;"HAN;HÅN";S
slid;HAN;S
slink;HÅN;S
slopsæk;SAM;S
slot;"MIL;SAM";S
slotsherre;SAM;S
slotslov;JUR;S
slu;"VER;HÅN";S
sluffe;BEV;S
slug;HAN;S
slugop;SAM;S
slump;"HAN;KVA";S
sluse;SAM;S
slut;"HAN;TID";S
slutter;JUR;S
slyde;"MIL;HÅN";S
slynge;MIL;S
slyngel;SAM;S
slæb;"HAN;SØF;BEK";S
slæde;BEV;S
slægt;"SLÆ;KRO";S
sløjer;BEK;S
slør;BEK;S
slå;HUS;S
smag;"GAS;SAN";S
smak;FLO;S
smide;BEK;S
smide;SØF;S
smigere;SAM;S
smigeri;"HAN;SPR";S
smitte;"KRO;BEK";S
smolt;GAS;S
smæ;SPR;S
smækfilleke;SAM;S
smælighed;SPR;S
smærte;"FØL;KRO;SAN";S
smøg;VER;S
smør;GAS;S
småhed;"KVA;FØL";S
snak;SPR;S
snaphane;MIL;S
snare;"HÅN;MIL";S
snarkere;SAM;S
snaskeri;GAS;S
sne;VER;S
snedker;HÅN;S
snegl;FAU;S
snekke;SØF;S
sneppe;FAU;S
snes;KVA;S
snor;HÅN;S
snorker;SAM;S
snot;KRO;S
snu;"HAN;KVA;KOG";S
snude;FAU;S
snue;KRO;S
snæbel;FAU;S
sobel;FAU;S
sobøder;FAU;S
sod;VER;S
sodbrænden;KRO;S
sode;VER;S
sok;BEK;S
sold;BES;S
soldat;MIL;S
solding;BES;S
soldner;MIL;S
sole;GAS;S
solvirrel;VER;S
som;KVA;S
sommerfugl;FAU;S
sone;"SAM;JUR";S
sopken;"HAN;GAS";S
sotidsel;FLO;S
spage;"SØF;GAS";S
span;BEK;S
spand;HUS;S
spand;"FAU;HAN";S
spandemager;HÅN;S
spandrem;HÅN;S
spang;"HÅN;BEK";S
spanskgrønt;"HÅN;FLO";S
spareribs;GAS;S
sparkalk;HÅN;S
sparlagen;HUS;S
spat;FAU;S
spe;"HAN;FØL";S
speceri;GAS;S
sped;KVA;S
spefugl;SAM;S
spejder;MIL;S
spejl;HUS;S
spelt;FLO;S
spelt;FAU;S
spene;"KRO;FAU";S
spid;"GAS;HÅN;MIL";S
spids;RUM;S
spids;MIL;S
spidseri;GAS;S
spidshat;"BEK;FLO";S
spiger;HÅN;S
spikenard;FLO;S
spil;"BEV;HAN;SAM";S
spil;"HÅN;SØF";S
spilfægtning;HAN;S
spilhus;SAM;S
spillefugl;"FAU;SAM";S
spiller;"SAM;MUS";S
spilleside;SAM;S
spilling;FLO;S
spindeside;SLÆ;S
spinkel;VER;S
spir;"HÅN;SAM;SØF";S
spire;FLO;S
spise;GAS;S
spiser;HUS;S
splid;SAM;S
splint;VER;S
split;"RUM;VER";S
spog;"REL;SAM";S
spole;HÅN;S
spolorm;FAU;S
spord;GAS;S
spore;MIL;S
sprekker;SAM;S
spring;VER;S
springhorn;FLO;S
springkorn;FLO;S
sprinkel;HÅN;S
sprinkler;KRO;S
sprog;SPR;S
sprok;FLO;S
sprot;GAS;S
sprung;"HAN;HÅN";S
sprutning;FLO;S
sprutte;"HUS;FAU;GAS";S
spryd;SØF;S
spryd;SØF;S
sprydstagsejl;SØF;S
språde;FLO;S
spund;"HÅN;GAS";S
spy;"KRO;HAN";S
spyd;MIL;S
spydstage;MIL;S
spæk;"FAU;HÅN";S
spækhøker;SAM;S
spær;MIL;S
spær;HÅN;S
spærhage;HÅN;S
spærvogn;BEV;S
spøgeri;HAN;S
spøl;"HUS;GAS";S
stabel;"RUM;HÅN;BES";S
stabelafløbning;SØF;S
stabelgods;BES;S
stad;"VER;SAM";S
stade;"SAM;HAN;HUS";S
stads;"HAN;BEK;FØL";S
stag;SØF;S
stakit;"MIL;HUS";S
stal;FAU;S
stalbroder;SLÆ;S
stald;FAU;S
stalding;HAN;S
staldmester;HUS;S
staler;SAM;S
stalmester;SAM;S
stamme;FLO;S
stammet;BEK;S
stampe;HÅN;S
stampe;"HAN;FØL";S
standart;MIL;S
stands;HAN;S
stangkrejer;SØF;S
stank;SAN;S
stat;SAM;S
statholder;SAM;S
stavn;"JUR;VER";S
steg;SAM;S
steg;HÅN;S
stejle;FAU;S
stekemes;MIL;S
stel;HÅN;S
stelle;HÅN;S
stemme;SPR;S
stemp;HÅN;S
stempel;HÅN;S
stenbider;FAU;S
stenbikke;FLO;S
stenbikker;FAU;S
stenbræk;FLO;S
stenbuk;FAU;S
stenbøsse;MIL;S
stenhus;HUS;S
stenlim;HÅN;S
stenmarv;VER;S
stenpikkere;HÅN;S
stensluffe;BEV;S
stenugle;FAU;S
sterredros;KRO;S
stervbo;SAM;S
stevel;BEK;S
stever;FAU;S
stift;HÅN;S
stift;REL;S
stig;KVA;S
stigt;"JUR;REL";S
stihage;HÅN;S
stik;HAN;S
stikketøg;MIL;S
stikpenge;BES;S
stikpille;KRO;S
stillids;FAU;S
stillighed;VER;S
stilling;HAN;S
stilling;HAN;S
stim;"HAN;KVA";S
stint;FAU;S
stivelse;"GAS;SAN";S
stjernekiger;HAN;S
stjerneskud;VER;S
stob;"HUS;KVA";S
stok;BES;S
stokfisk;FAU;S
stokhus;JUR;S
stokkeknægt;JUR;S
stokmester;JUR;S
stolbroder;"SAM;HÅN";S
stolgang;HAN;S
stolpe;HÅN;S
stolthed;FØL;S
stormhage;MIL;S
straf;JUR;S
stratenrøver;SAM;S
streg;"VER;RUM";S
stregmål;HÅN;S
stretsko;BEK;S
stribe;"VER;RUM";S
strid;"HAN;MIL";S
strig;RUM;S
strikke;HÅN;S
strikmur;MIL;S
strikværn;MIL;S
strime;"VER;KRO";S
strimmel;"KRO;BEK;HÅN";S
strip;HUS;S
strippe;BEK;S
struds;FAU;S
strudse;SØF;S
strukrøver;SAM;S
strunk;FLO;S
strunt;"HAN;FAU";S
stræde;"SAM;SØF";S
strækkeben;REL;S
strømling;FAU;S
strømpe;BEK;S
stråle;"VER;RUM";S
studium;SAM;S
stukke;BEK;S
stump;FLO;S
stund;TID;S
stundeglas;HUS;S
stuve;"KVA;SAM";S
stykke;"RUM;KVA";S
stylp;HUS;S
stymper;SAM;S
styr;BES;S
styr;"SAM;HAN;SØF";S
styrbord;SØF;S
styrmand;"SØF;BEV";S
styrring;KOG;S
styrte;BEV;S
styrvolt;SAM;S
styver;BES;S
stæmpe;HÅN;S
stær;KRO;S
stævne;"JUR;SAM";S
stød;"HAN;FØL;TID";S
støder;BES;S
støjt;BEV;S
støtte;"HÅN;BES";S
støv;"VER;FLO";S
støveken;KVA;S
støvle;BEK;S
støvmel;GAS;S
støvning;HAN;S
suben;GAS;S
suben;BEK;S
sudler;"MIL;SAM";S
sukker;GAS;S
sum;"KVA;BES";S
sump;VER;S
sund;"VER;SØF";S
sundhed;KRO;S
suppe;GAS;S
suput;SLÆ;S
suring;VER;S
surseende;"HAN;FØL";S
sus;"VER;BEV";S
svalm;"VER;KVA";S
svans;"BEK;FAU";S
svaring;VER;S
svend;SAM;S
svenk;HAN;S
svibbue;HÅN;S
svibel;FLO;S
svigerske;SLÆ;S
svimelse;KRO;S
svimeslag;HAN;S
svindighed;KOG;S
svinedrift;JUR;S
svinepenninge;BES;S
svoger;SLÆ;S
svovl;VER;S
svulst;KRO;S
svælg;KRO;S
svær;KRO;S
sværdfeger;HÅN;S
sværdside;SLÆ;S
sværke;VER;S
sværm;REL;S
sværte;HÅN;S
syden;VER;S
syl;HÅN;S
syldøkse;HÅN;S
sylle;HÅN;S
sylt;VER;S
sylte;GAS;S
synav;FLO;S
synest;FØL;S
sæbe;BEK;S
sæde;"HUS;SAM";S
sæk;SAM;S
sækkedragere;SAM;S
sækkertal;KVA;S
sælhund;FAU;S
sætning;SAM;S
sættenagle;HÅN;S
søgere;HÅN;S
søjle;HÅN;S
sølverglød;HÅN;S
sølvpop;"SAM;REL";S
sølvskum;HÅN;S
sømmere;FAU;S
søpig;"BEK;SØF";S
søsling;BES;S
søsterskap;"SLÆ;SAM";S
søværts;SØF;S
sål;"KRO;HÅN";S
tabelet;HUS;S
tabin;BEK;S
tablatur;SAM;S
taffel;GAS;S
taffelsmide;HUS;S
taft;HÅN;S
tagl;HÅN;S
tak;RUM;S
takkel;SØF;S
talg;GAS;S
tallerken;HUS;S
talsmand;"SAM;JUR";S
tang;FLO;S
tange;HÅN;S
tanke;KOG;S
tankebog;HUS;S
tankebrev;HUS;S
tant;"HUS;HAN;SPR;FØL";S
tapet;HUS;S
tappegæld;BES;S
tarse;MIL;S
tarter;VER;S
taske;BEK;S
taskemager;HÅN;S
tavl;FAU;S
teglslagere;HÅN;S
teglsten;HÅN;S
telbøsse;MIL;S
telhage;MIL;S
telt;SAM;S
tempel;REL;S
tenværk;HÅN;S
terighed;FØL;S
terne;HUS;S
terning;HUS;S
test;HÅN;S
tidepenge;BES;S
tiding;SPR;S
tidkorting;HAN;S
tidløs;FLO;S
tidsfordriv;HAN;S
tilbehør;HUS;S
tilbehøring;HUS;S
tilbringere;SAM;S
tilflåd;VER;S
tilforsigt;KOG;S
tilfælde;HAN;S
tilfør;HAN;S
tilgift;BES;S
tilhold;HAN;S
tilhænger;SAM;S
tilkomst;HAN;S
tillag;HÅN;S
tilslager;HÅN;S
tims;BES;S
tin;VER;S
tind;"HÅN;FLO";S
tinde;HÅN;S
tine;HUS;S
tingbog;SAM;S
tingbænk;SAM;S
tingest;SAM;S
tinghøring;SAM;S
tingmand;SAM;S
tingstok;"SAM;JUR";S
tingtid;TID;S
tip;RUM;S
tirumtej;BEK;S
titling;GAS;S
tjuvestok;MIL;S
tobis;FAU;S
tog;JUR;S
tog;BEV;S
togbrigge;SAM;S
togsmand;JUR;S
tolast;GAS;S
told;SØF;S
told;HÅN;S
tolder;BES;S
tolk;SPR;S
tolv;VER;S
tom;KVA;S
tornej;MIL;S
tornirisk;FAU;S
toslagere;HÅN;S
tost;GAS;S
tov;HÅN;S
tove;HUS;S
tragt;HUS;S
tral;HÅN;S
tran;GAS;S
trappe;HUS;S
trappe;FAU;S
trappedrager;SAM;S
trav;BEV;S
tremet;KVA;S
tremme;HÅN;S
trent;"RUM;TID";S
tresur;"HUS;BES";S
tribalt;BEK;S
trille;RUM;S
trilling;BES;S
trindel;VER;S
trip;BEK;S
trisse;"HÅN;SØF";S
trods;FØL;S
trometere;MUS;S
tromme;MUS;S
trompe;MUS;S
trompere;MUS;S
trompet;MUS;S
trop;SAM;S
tros;"HUS;MIL";S
trosse;SØF;S
trumpeslagere;MUS;S
trygler;SAM;S
træk;FLO;S
træring;SAM;S
trøje;BEK;S
trøje;KVA;S
trøjedus;SAM;S
trøler;SAM;S
trøst;"SPR;FØL";S
tub;HÅN;S
tud;"KRO;HUS";S
tudehorn;"SAM;SØF";S
tugt;"HAN;FØL";S
tugtemester;"SAM;SØF";S
tugtighed;FØL;S
tumler;"SAM;HÅN";S
tumpe;SAM;S
tun;HUS;S
turbit;FLO;S
turkeland;VER;S
turkis;VER;S
turteldue;FAU;S
tusindblad;FLO;S
tusindkunstner;SAM;S
tusk;BES;S
tuskeri;HAN;S
tvebak;GAS;S
tvedragt;HAN;S
tvedragtighed;HAN;S
tvefoldighed;VER;S
tvege;"FLO;HÅN";S
tvist;"HAN;JUR";S
tvivl;KOG;S
tvivlagtighed;KOG;S
tvivlmod;FØL;S
tykke;FØL;S
tyr;FAU;S
tyran;SAM;S
tyrk;"VER;REL";S
tyveri;HAN;S
tæge;FAU;S
tæppe;HUS;S
tærer;SAM;S
tærling;BES;S
tæve;FAU;S
tøddel;"SAM;KVA";S
tøffel;BEK;S
tøj;"HÅN;MIL;HUS;BEK";S
tøjel;FAU;S
tømmermand;"HÅN;SØF;FAU";S
tønde;"HÅN;KVA";S
tørk;HUS;S
tårn;SAM;S
uadel;SAM;S
uart;HÅN;S
