Kat	spades;swords;wheel;anchor
Kavent	
Kavl	
Kedelhat	
Kegle	
Kejle	
kejse	
Kejser	fish
Kel	
Kende	
Kermesse	
Kerne	
Kerte	
Ketsjer	
kige	
kige	
Kighoste	
Kikkert	
Kile	
Kim	
Kimme	
Kimmer	
Kin	
Kindbakke	anchor
Kinke	
Kipe	
Kippe	
Kippe	anchor
Kippe	
kippe	anchor
Kipper	
Kirsebær	flower
Kiste	mercury;anchor
Kits	
Kiv	
kivagtig	
kive	comet
Klage	
klage	
klakke	
klam	
Klamme	wheel;music
Klang	
Klapholt	
klappe	anchor;spades
Klappebænk	
klar	anchor
Klaret	
klarlig	
Klaus	bird
Klave	
klavre	
klejn	comet
Klejne	
Klejnsmed	
klemme	
Klenodie	
Kleppert	
Kleresi	
Klerk	
Klid	
Klik	
klinge	swords
Klinke	wheel;swords
Klint	comet
Klippe	flower
Klipping	
Klister	
klistre	
Klo	wheel;anchor;flower
Klod	anchor
Klods	
klog	
klogelig	
Kloghed	
Klokke	flower
Klokker	
Klokkespise	
Klokkestund	
kloppe	wheel
Kloster	
Klov	
Klovert	
kludre	
klukke	
Klump	
Klus	
Klyne	
Klys	anchor
Klyver	anchor
Klæbber	
klæbe	
Klæde	anchor
klæde	anchor
klække	
Kløft	wheel
kløgtig	
Kløver	flower
Knabe	
Kneb	
Knebel	
Knebel	anchor
knede	
Knevel	
knibe	anchor;spades
Knibe	
Knibtang	wheel
kniple	
Knipling	
Knippel	anchor;swords
knirske	
knistre	
Kniv	spades;wheel
Knob	anchor
Knoge	
Knogle	
Knop	
Knot	
knytte	
Knægt	spades;anchor
knæle	swords
Knæler	
Knæling	
Kobbel	music
Kobberrøg	
Kobber	anchor
koble	anchor
koble	wheel;anchor
Kodde	
Kode	
Koffardi	anchor
Kofilnagle	anchor
koge	
Kogger	anchor;swords
Kogge	
Kogler	
Kog	
Kok	
Kol	
Kolbe	swords;anchor;wheel
Kolde	
Koldskaal	
Kolhætte	
Kolv	swords
Komme	
Kommen	flower
Kompan	
Komst	
Konfiture	mercury
kontrafeje	
Kop	spades;swords;anchor;wheel;
koppe	
Korde	
Kordel	anchor
Korde	music
Korduan	
Korn	swords
Kors	comet
kort	music;mercury;anchor
korte	anchor
kortelig	
Kortvil	
Kost	
kostbar	
Kost	
koste	
kostelig	
Kove	
Kovs	
Kovsken	
Krabbe	anchor
krable	
kradse	mercury
kraftig	
Kraftkirke	
krage	
Kragejolle	anchor
Krakel	
Krakmandel	
Kram	
Krammeri	
Krampe	fish
Krampe	wheel
Kran	wheel;anchor
krank	
krankelig	
Krans	anchor;wheel
Krave	anchor
Kravel	anchor
Kreds	
Krejert	
Kridt	
kridte	
Krig	swords
krige	
Kring	
kristen	
Kro	
Kroer	
Kroerske	
Krofader	
Krone	flower;anchor;swords;wheel;mercury
krone	swords
kronne	
Krop	wheel
Krop	
Krud	
Krudt	
Krukke	
krum	
krumhalset	
Krumme	
Krumme	
krumme	
Krus	
krus	
Krusbær	
Kruse	
kruse	
Krusemynte	flower
krutte	
Krybbe	
krybe	spades
Krydde	
Krydderbrød	
kryde	
krydse	anchor;wheel;mercury
Kryds	music;plus;swords;anchor
Krydsurt	
Krykke	wheel;swords;anchor
krympe	wheel
Kræft	
Kræft	
Kræge	flower
Kræmmer	
Kræmmerhus	anchor
Kræmmeri	
krænke	
Krøbel	
Krøgle	
krøgle	
krøje	
Krølle	anchor;spades
Krønike	
Krøs	
krøse	
Kraas	
Kube	
Kulde	
Kule	anchor
Kulegraver	
Kuller	
kulret	
Kumme	
Kummer	
kummerlig	
kund	
Kundskab	
kundskabe	
Kundskaber	
kunstelig	
Kunster	
kunstig	
Kunstner	
Kunst	
Kur	
Kure	
kure	
Kure	
Kuretaarn	
Kurv	swords;wheel
Kuvert	
Kvabbe	fish;anchor
kvakke	
Kvalm	
Kvalster	
Kvansvis	
Kvant	
Kvarter	anchor;swords
kvase	
Kvast	
kvemmelig	
kvik	
Kvik	flower
Kvikstjært	bird
Kviksølv	
kvinkelere	
Kvint	
Kvintin	
Kvint	music;spades
kvit	comet
kvitte	
Kvittebrev	
kvittere	mercury
kvoppe	
Kvæde	flower
kvæge	
Kvæg	
kvær	comet
Kværk	anchor
kvæste	
kymig	
kyndig	
Kyrbis	
kyse	
kysk	
Kyssel	
Kyssen	
kytte	
Kæbe	wheel;anchor
Kæde	anchor;swords
Kælderhals	flower
Kæmner	
Kæmpe	
kæmpe	
Kæmper	
kærve	
Kætter	
kævle	
København	flower
Købing	
Købmandskab	spades
Købslag	
købslaa	
Købstad	
Køgemester	
Køje	anchor
Køkerske	
Køkken	
Køl	anchor
