lemma;tags;ordklasse
undløbe;NA;V
undrede;NA;V
undrende;NA;V
undride;NA;V
undrykke;NA;V
undrømme;NA;V
undse;psy;V
undsejle;NA;V
undsige;NA;V
undskylde;NA;V
undskyldige;NA;V
undslå;NA;V
undspringe;NA;V
undstande;NA;V
undstikke;NA;V
undsæt;NA;V
undsætte;swords;V
undvende;NA;V
undvige;kri;V
undvære;NA;V
undværge;NA;V
urene;NA;V
urenige;NA;V
vagte;NA;V
vaje;anchor;V
vakle;NA;V
valle;NA;V
valtre;NA;V
vandle;NA;V
vandre;"fri;zoo;hån";V
vanke;NA;V
vare;NA;V
varpe;søf;V
varsige;NA;V
varsko;kom;V
vaske;"hyg;gel";V
vaske;NA;V
vederfare;NA;V
vedergælde;NA;V
vederkvæge;NA;V
vederlægge;NA;V
vederråbe;NA;V
vedersige;NA;V
vederstande;NA;V
vederstræbe;NA;V
vedsle;NA;V
vedstande;NA;V
vedstå;NA;V
vegre;NA;V
veksle;NA;V
velbefalde;NA;V
velfare;NA;V
vellyste;NA;V
vende;NA;V
vene;NA;V
vide;NA;V
vilkåre;NA;V
vinke;NA;V
vire;NA;V
viske;swords;V
visse;NA;V
vogte;NA;V
volme;NA;V
voltre;NA;V
vonske;NA;V
vove;NA;V
vrage;NA;V
vranges;NA;V
vredes;NA;V
vrikke;anchor;V
vrimle;NA;V
vrimpe;NA;V
vringe;NA;V
vrippe;NA;V
vrænge;NA;V
vrøge;NA;V
vråde;NA;V
vurdere;NA;V
væbne;NA;V
vædde;NA;V
vægre;NA;V
vælde;NA;V
vældige;NA;V
vænne;NA;V
værde;NA;V
værdes;NA;V
værdige;NA;V
værduge;NA;V
værne;NA;V
værpe;NA;V
værre;NA;V
væve;NA;V
vævle;NA;V
våne;NA;V
ytre;kom;V
ædle;NA;V
ægge;NA;V
ægte;NA;V
ængste;NA;V
ære;NA;V
æske;NA;V
øbe;NA;V
øgle;NA;V
ønske;NA;V
øse;NA;V
øve;NA;V
åbenbare;NA;V
årsage;NA;V
