lemma;tags
hovedskib;NA
hovedstol;øko
hovere;NA
hovmand;NA
hovmester;"søf;fam"
hovmod;psy
hovmode;comet
hovmodig;NA
httefad;NA
huge;NA
huj;NA
huk;anchor
huld;NA
hulde;NA
hulsten;NA
hulurt;flower
humpel;anchor
hundestejle;fish
hungertitte;NA
hungrig;NA
hurtig;NA
husarm;NA
husbjælke;NA
husblas;NA
husere;NA
husfrue;NA
husgesinde;NA
husk;NA
hutle;NA
hvalrav;NA
hvalspæk;NA
hverdag;NA
hvergarn;NA
hverv;NA
hverve;NA
hvid;møn
hvidesøndag;NA
hvidte;byt
hvilling;fish
hvis;NA
hvordan;NA
hydefad;NA
hykle;NA
hylde;NA
hyle;NA
hylle;NA
hyllike;NA
hylster;"swords;anchor"
hyppe;lan
hyppig;NA
hyre;søf
hyrling;NA
hysing;NA
hysken;NA
hyssing;hån
hyttefad;fsk
hæfte;"wheel;mercury"
hæg;NA
hæge;NA
hægte;spo
hælde;NA
hælding;NA
hæle;jur
hælvt;NA
hængsel;NA
hærdig;NA
hærpe;NA
hæs;NA
hæve;NA
høfde;hvn
høflig;mercury
højde;"anchor;swords"
højlig;NA
højtid;NA
høker;han
hønnike;NA
høns;"comet;spades"
hønse;anchor
høre;NA
hørig;NA
hørsom;NA
hørsvinger;NA
høvding;NA
høve;NA
høved;lan
høvedsmand;NA
høvisk;NA
høvl;tøm
høvle;"vær;mad;tøm"
haab;NA
haabe;NA
hån;spr
haan;NA
haand;"music;wheel;flower;anchor;mercury"
haandfast;NA
haandfæstning;NA
håndhæve;jur
haandhæve;NA
haandklove;NA
haandlanger;swords
håndtere;NA
haandtere;anchor
haanhed;NA
haard;"anchor;music"
haardnakket;NA
i;NA
idel;NA
igle;flower
igt;NA
ih;NA
il;NA
ilder;zoo
ile;NA
ilig;NA
imidlertid;NA
indbilde;NA
indbildning;NA
indbildsk;NA
indblæse;NA
indbringe;swords
inddrift;NA
inddrive;NA
-inde;zoo
indeholde;NA
inderlig;NA
inderste;NA
indforlive;NA
indgetogen;NA
indhold;"fil;psy;bog"
indholt;anchor
indkomst;"øko;ska"
indlade;NA
indlager;NA
indlede;NA
indlive;NA
indlægge;"wheel;anchor;comet"
indløse;"mercury;comet"
indmane;NA
indpas;NA
indprente;NA
indrumme;NA
indsige;NA
indsigelse;NA
indslaa;swords
indstyrte;NA
indstændig;NA
indtog;NA
indtrang;NA
indtræde;NA
indtrække;wheel
indvendig;NA
indvirke;NA
indvise;NA
indvortes;NA
indvælde;NA
indvaaner;NA
ingefær;flower
irisk;bird
irre;NA
isben;NA
ise;anchor
isen-;NA
isenkram;"han;ele;våb"
isige;NA
isop;flower
ister;NA
iver;psy
ivre;psy
ivrig;psy
jabroder;NA
jage;"zoo;jag"
jagt;jag
jagte;NA
jaherre;NA
jakke;tøj
jammer;comet
jammerdal;NA
jammerlig;NA
jamre;NA
jan;"anchor;bird;spades"
jennik;NA
jo;NA
jodut;NA
jolle;anchor
jomfru;"sex;asl;bot;erh;mad"
jorde;NA
jordrøg;flower
junge;NA
jungelin;NA
junker;his
juvelér;NA
jæger;"jag;etn;mil"
jægt;NA
jærnurt;NA
jøde;NA
jøkel;NA
kabe;anchor
kabel;"anchor;wheel"
kabeltegn;anchor
kabys;ski
kag;NA
kagle;NA
kahyt;anchor
kakke;NA
kakkel;ark
kalde;spades
kalent;NA
kalk;NA
kalkun;zoo
kalkunsk;NA
kallun;NA
kalvedans;NA
kammerdug;NA
kamp;"mil;spo;erh"
kane;NA
kanel;NA
kanin;"zoo;spo"
kans;NA
kant;anchor
kanut;NA
kape;NA
kapel;NA
kappe;"swords;anchor"
kapperøllike;NA
kaprun;NA
kapun;NA
kapune;NA
kapunere;NA
karavel;anchor
karde;wheel
kardus;swords
karnap;NA
karpe;zoo
karre;swords
karrig;psy
karse;"bot;mad"
karsk;NA
karte;håa
kartove;NA
karusse;zoo
karve;NA
kastel;swords
kat;"spades;swords;wheel;anchor"
kavent;NA
kavl;NA
kedelhat;NA
kegel;NA
kegle;"mat;trf;spi;typ"
kejle;NA
kejse;NA
kejser;fish
kel;NA
kende;NA
kermesse;NA
kerne;NA
kersej;NA
kerte;NA
ketsjer;NA
kige;NA
kigge;NA
kighoste;NA
kikkert;NA
kile;"hån;tøj"
kim;"bot;bio"
kiming;søf
kimme;NA
kimmer;NA
kin;NA
kindbakke;zoo
kinke;NA
kip;byt
kipe;NA
kippe;mad
kipper;NA
kirsebær;bot
kirsej;NA
kiste;"mercury;anchor"
kits;NA
kiv;NA
kivagtig;NA
kive;comet
kives;kom
klage;NA
klakke;NA
klam;nat
klamme;"spr;tek"
klang;NA
klank;NA
klap;ana
klapholt;NA
klappe;"anchor;spades"
klappebænk;NA
klar;"opt;kom"
klaret;NA
klarlig;NA
klat;"zoo;spo"
klatre;bot
klatte;NA
klaus;bird
klave;NA
klavre;NA
klejn;comet
klejne;NA
klejnsmed;sme
klemme;NA
klenodie;NA
kleppert;NA
kleresi;NA
klerk;NA
klid;gas
klik;NA
klimme;NA
klinge;"aku;msk;spr"
klinke;byg
klint;gel
klippe;gel
klipping;NA
klister;NA
klistre;NA
klo;"wheel;anchor;flower"
klod;anchor
klode;"ast;ana"
klods;NA
klog;NA
klogelig;NA
kloghed;NA
klokke;flower
klokkeknevl;NA
klokker;NA
klokkespise;NA
klokkestund;NA
kloppe;wheel
kloster;NA
klov;NA
klovert;NA
kludre;NA
klukke;NA
klump;NA
klus;NA
klyne;NA
klys;anchor
klyver;anchor
klæbber;NA
klæbe;NA
klæde;anchor
klække;NA
kløft;"gel;ana"
kløgtig;NA
kløver;bot
knabe;NA
kneb;NA
knebel;sme
knede;NA
kneje;NA
knevel;NA
knibe;NA
knibsk;NA
knibtang;wheel
kniple;håa
knipling;NA
knippel;"pot;våb"
knirske;NA
knistre;NA
kniv;"spades;wheel"
knob;"søf;mål"
knoge;NA
knogle;ana
knogleknokkel;NA
knop;NA
knot;NA
knytte;NA
knægt;spi
knæk;NA
knæle;swords
knæler;NA
knæling;NA
kobbel;music
kobber;anchor
kobberrøg;NA
koble;"tek;ele;fam;fri;tra"
kodde;NA
kode;NA
koffardi;søf
kofilnagle;anchor
kog;NA
koge;NA
kogge;skb
kogger;"anchor;swords"
kogle;NA
kogler;NA
kok;NA
kol;NA
kolbe;"swords;anchor;wheel"
kolde;NA
koldskaal;NA
kolhætte;NA
kolv;swords
komme;NA
kommen;flower
kompan;NA
komst;NA
konfiture;mercury
kontrafeje;NA
kop;"bol;mur"
koppe;NA
korde;NA
kordel;anchor
korduan;NA
korn;swords
kors;comet
kort;"mat;tøj;kom"
korte;anchor
kortelig;NA
kortvil;NA
kost;NA
kostbar;NA
koste;NA
kostelig;NA
kove;NA
kovs;NA
kovsken;NA
krabbe;anchor
krable;NA
kradse;mercury
kraftig;NA
kraftkirke;NA
krage;NA
kragejolle;skb
krakel;NA
krakmandel;NA
kram;NA
krammeri;NA
kramp;NA
krampe;med
kran;"tek;sun"
krank;NA
krankelig;NA
krans;bot
krave;tøj
kravel;anchor
kreds;NA
kreje;NA
krejert;NA
kride;NA
kridt;"gel;und;øko"
kridte;NA
krig;"mil;spi;rel;pol"
krige;NA
kring;NA
kriske;NA
kristen;NA
kro;gas
kroer;NA
kroerske;NA
krofader;NA
krone;"ban;øko;kon;bot;tan;ska"
kronne;NA
krop;wheel
krud;NA
krudt;"våb;mil"
krukke;bol
krum;"fys;ana"
krumhalset;NA
krumholt;ski
krumkage;NA
krumme;bag
krus;"bol;drk"
krusbær;NA
kruse;frs
krusemynte;flower
krutte;NA
krybbe;lan
krybe;spades
krydde;NA
krydder;"bag;ana;tek"
krydderbrød;NA
krydderi;gas
kryde;NA
kryds;"music;plus;swords;anchor"
krydse;"anchor;wheel;mercury"
krydsurt;NA
krykke;"wheel;swords;anchor"
krympe;wheel
kræft;med
kræftig;NA
kræge;bot
kræmmer;han
kræmmerhus;anchor
kræmmeri;NA
krænke;"psy;sex;jur"
krøbel;NA
krøgle;NA
krøje;NA
krølle;"ana;spo"
krønike;NA
krøs;NA
krøse;NA
kraas;NA
kråse;zoo
kube;lan
kuf;skb
kulde;NA
kule;lan
kulegraver;NA
kuller;NA
kulret;NA
kumme;NA
kummer;psy
kummerlig;øko
kumpan;NA
kund;NA
kundskab;NA
kundskabe;NA
kundskaber;NA
kunst;"kun;vid"
kunstelig;NA
kunster;NA
kunstig;NA
kunstner;"kun;kul"
kur;NA
kure;NA
kuretaarn;NA
kurv;"fri;han;bot;spo"
kuvert;NA
kvabbe;"fish;anchor"
kvakke;NA
kvale;NA
kvalm;kom
kvalster;NA
kvansvis;NA
kvant;NA
kvarter;"anchor;swords"
kvase;NA
kvast;NA
kvater;NA
kvemmelig;NA
kvik;NA
kvikstjært;bird
kviksølv;NA
kvinkelere;NA
kvint;NA
kvintin;NA
kvit;comet
kvitte;NA
kvittebrev;NA
kvittere;fyo
kvoppe;NA
kvæde;bot
kvæg;NA
kvæge;NA
kvær;comet
kværk;anchor
kvæste;"med;psy"
kymig;NA
kyndig;NA
kyrbis;NA
kyse;NA
kysk;sex
kyssel;NA
kyssen;NA
kytte;NA
kæbe;"ana;hån"
kæde;"han;kem;dan;spo;håa"
kæk;NA
kælderhals;flower
kæmler;NA
kæmner;oad
kæmpe;NA
kæmper;NA
kærve;NA
kætter;rel
kævle;NA
københavn;flower
købing;NA
købmandskab;spades
købslag;NA
købslaa;NA
købstad;NA
køgemester;NA
køje;anchor
køkerske;NA
køkken;NA
køkkenmester;NA
køl;anchor
kølnsk;NA
køn;NA
kønrøg;hån
køre;NA
kørsener;NA
kørvel;bot
køter;NA
kaa;bird
kaad;NA
kaadner;NA
kaar;NA
kårde;NA
kaarde;NA
kaare;NA
kaas;anchor
labe;NA
lade;NA
lage;NA
lagen;NA
lager;wheel
lak;NA
lakhed;NA
lakrids;flower
laktuk;flower
lampe;"bol;tek"
land;"quad;anchor"
landfaring;NA
landløbere;NA
landskab;NA
landsaat;NA
langagt;NA
langagtig;NA
lange;soc
langhilde;NA
langs;NA
langsom;fot
langsommelig;NA
langvarig;NA
langvogn;NA
lappe;NA
lapperi;NA
laps;NA
las;NA
last;"tra;ski"
laste;anchor
lasttold;NA
latte;anchor
lav;anchor
lave;NA
lavere;"anchor;mercury;spades"
le;NA
led;"comet;anchor"
ledehund;NA
ledig;NA
leding;NA
ledsage;mercury
ledsager;NA
leg;NA
legeme;NA
legenhed;NA
lejd;NA
lejde;NA
lejdebrev;anchor
lejder;anchor
leje;NA
lejle;NA
lejlig;NA
lejlighed;bol
lejr;NA
lejre;NA
lektie;NA
lemmike;flower
lempe;NA
lempelig;NA
len;"his;sam"
lening;NA
lente;NA
letfærdig;NA
lette;"fys;nat;kri;met;zoo;hel"
lev;NA
levere;"mercury;swords"
levre;NA
li;NA
lide;NA
lidelig;NA
lidkøb;NA
liflig;NA
lig;anchor
lige;NA
ligedeler;NA
ligervis;NA
ligevel;NA
ligne;NA
lignelse;NA
ligtorn;NA
likke;NA
likker;NA
limstang;NA
linde;NA
linned;NA
lire;fish
lirekasse;msk
lispe;NA
lispund;mål
liste;NA
livagtig;NA
livgeding;NA
livsalig;NA
lo;NA
lod;"comet;swords;anchor"
lodde;anchor
lodsmand;fish
loft;NA
lorje;anchor
lort;NA
los;zoo
lose;NA
losse;anchor
lov;NA
love;NA
loven;NA
lubbe;fish
luder;swords
luft;"met;ana;kem;rad;fly"
luge;hav
lugt;kem
lulle;NA
lune;NA
lunge;NA
lunstikke;NA
lunte;kem
lure;NA
luske;NA
lut;msk
lutre;"mtl;psy"
lutter;NA
luv;anchor
lybsk;mercury
lyd;NA
lyd-;NA
lyde;anchor
lydelig;NA
lydt;NA
lygte;"trf;tea"
lykke;flower
lykkehjul;NA
lykkelig;NA
lykkes;NA
lyksalig;NA
lyksalighed;NA
lyksom;NA
lyske;NA
lystelig;NA
lystig;NA
lystre;NA
lædike;NA
læg;NA
lægge;"wheel;anchor;spades;swords"
lægmand;NA
lægte;tøm
lække;NA
lækker;"mad;fys;sex;hyg"
længde;anchor
længe;anchor
lære;NA
lærke;bird
læske;"drk;hån"
læst;NA
løb;NA
løbsk;NA
lødig;swords
løffel;NA
løfte;NA
løgner;NA
løj;anchor
løje;met
løjert;NA
løn;flower
løsen;swords
løsgængere;NA
løve;spades
laadring;NA
laas;"swords;wheel;anchor"
maddike;NA
mag;NA
mage;NA
magelig;NA
mager;NA
-mager;NA
magre;NA
magt;pol
male;"kun;hyg"
maledide;NA
malle;zoo
malte;NA
man;NA
mandbar;NA
mandel;"bot;med"
mandskab;"swords;anchor"
mandslag;NA
mane;rel
mang;NA
mangelhaftig;NA
manggods;NA
mangkorn;NA
mangle;NA
manglebræt;bol
mansat;NA
manse;NA
marekat;zoo
mareminde;NA
mark;currency
marked;mercury
markgreve;NA
marsk;gel
marskal;mil
marskalk;swords
marstald;NA
marter;NA
marterpæl;his
martre;NA
mase;NA
mask;NA
maskepi;NA
mast;"ski;ele"
mat;"søf;mil"
materi;NA
materie;NA
matjessild;NA
medbroder;NA
medgift;NA
medister;mad
medisterpølse;mad
medlidenhed;NA
meje;lan
mejer;zoo
mejerske;NA
mejse;bird
melde;"kom;spi;kri"
melding;spades
men;spr
mene;NA
menig;sam
mening;mercury
menneske;NA
mere;NA
messe;NA
messing;music
mestepart;NA
mester;anchor
mestermand;NA
mesterskab;NA
middel;øko
middel-;NA
middelmådig;NA
middelmaadig;NA
mide;NA
midle;NA
midler;NA
midnat;NA
midtvejs;NA
mige;NA
mildelig;NA
mile;NA
minde;NA
mindelig;NA
mink;NA
misdæder;kri
misdædisk;NA
mishag;NA
mishage;NA
mishagelig;NA
mishandle;NA
misprise;NA
missemav;NA
mitte;zoo
mod;NA
mode;NA
modefarve;NA
moderløs;"fish;flower"
modvillig;NA
moksen;NA
mor;NA
morads;NA
morbær;flower
morderi;NA
morgen;NA
morgendag;NA
morgengave;NA
morian;NA
morrod;flower
morsel;NA
morter;NA
mortér;swords
mos;gas
moskjen;NA
moskølle;anchor
most;NA
mudder;NA
mug;NA
muk;NA
muldvarp;NA
mulig;NA
mumle;NA
mumme;NA
mundlæder;ana
mundskænk;NA
mundtlig;"spr;und"
munk;"bird;swords;flower"
munke;NA
munkle;NA
murermester;NA
murmle;NA
murrisk;NA
musling;"zoo;gas"
mussel;NA
myndig;jur
mynster;NA
mynte;flower
myre;NA
mysike;flower
mytse;anchor
mytteri;søf
mæfik;bird
mæfikke;NA
mægle;sam
mægler;"anchor;wheel"
mægte;NA
mægtelig;NA
mægtig;NA
mægtige;NA
mælde;bot
mælkemund;NA
-mælket;NA
mænge;scl
mærke;"anchor;mercury"
mærling;anchor
mærs;anchor
mæsk;NA
mæske;NA
mæslinger;NA
møde;NA
mødig;NA
mødrene;NA
møgert;NA
møje;NA
møjelig;NA
mølle;spades
møller;bird
mønje;mal
mønster;håa
mønsterplads;swords
mønstre;"swords;anchor"
mønstring;"swords;anchor"
mønt;ban
mønter;NA
mørser;swords
måde;"spr;kom"
maade;NA
mådelig;und
maadelig;NA
måg;NA
måltid;"etn;mad"
maaltid;NA
maanesyg;NA
maanesaa;NA
måske;NA
maaske;NA
maatte;NA
naboerske;NA
nabolig;NA
nagelfast;NA
nagletog;NA
nakke;"wheel;music;anchor"
nam;NA
nar;NA
naragtig;NA
narre;NA
narv;tin
natelrem;NA
nathus;NA
natskade;flower
nattergal;zoo
naturlig;NA
nav;NA
navleorm;NA
navne;comet
navnkundig;NA
navnlig;NA
nederst;NA
nedrig;NA
nedslæbe;NA
negenøje;"fish;comet"
nellike;"bot;gas"
nemlig;NA
nest;NA
neste;NA
nette;NA
ni;NA
nid;psy
nide;NA
nidkær;NA
nikke;spo
nitte;wheel
niøje;zoo
nobel;NA
nobiskro;NA
nok;NA
noksom;NA
non;NA
noppe;NA
norden;NA
norsk;anchor
nu;NA
nydelig;NA
nyk;NA
nykke;NA
nylig;NA
nymære;NA
nyre;NA
nys;NA
nytte;NA
nyttelig;NA
nyttig;NA
nytaar;NA
næb;anchor
nære;wheel
nærig;NA
næring;NA
næs;NA
næse;"anchor;wheel;swords;fish"
næsedug;NA
næsvis;psy
nævn;NA
nød;"wheel;swords;anchor"
nøde;NA
nødhjælper;NA
nødig;NA
nødsage;NA
nødstald;NA
nødtrængende;NA
nødtørft;zoo
nødtørftig;NA
nødværge;NA
nøgtern;NA
nøjagtig;NA
nøje;NA
nøjsom;NA
nåd;ski
naade;NA
naadler;NA
naar;NA
od;NA
offer;NA
offerpenge;NA
ofre;rel
ogne;NA
ok;NA
ol;NA
old;NA
oldefader;NA
oldefar;fam
oldemoder;NA
oldentorre;NA
oldermand;NA
oldes;NA
oldfrue;NA
oldgesel;NA
olding;flower
olie;NA
oliebrødkage;NA
om;NA
ombære;NA
omfange;NA
omflottig;NA
omkomme;NA
omme;NA
omsigtig;NA
omskue;NA
omsonst;NA
omstændighed;NA
omtrent;NA
onsdag;NA
opbyde;NA
opdugge;NA
opgribe;NA
ophæve;swords
ophæver;NA
ophøre;NA
opklappe;NA
opklare;anchor
opklemme;NA
opklimme;NA
opkomme;NA
opkomst;NA
opløb;anchor
opmudse;NA
oppebære;NA
opper;anchor
oprigtig;NA
oprippe;NA
opru;wheel
oprydde;NA
oprømme;"mercury;wheel"
oprømmer;wheel
oprør;NA
oprørsk;NA
opsat;NA
opsidde;NA
opsidder;NA
opsige;mercury
opsigt;NA
opskibe;NA
opskrive;mercury
opskørte;NA
opslaa;"spades;anchor"
opstander;anchor
opstudsig;NA
opsætsig;NA
opsætte;anchor
optog;swords
opvarte;NA
opæske;NA
ordele;NA
orden;"hyg;bio;rel;okk;sam"
ordere;NA
ordne;NA
ordning;NA
ordre;NA
ore;NA
organist;bird
orgel;swords
orgelist;NA
orlog;mil
orlogger;NA
orlov;swords
orlove;NA
ort;NA
os;NA
ost;anchor
ostersk;NA
over;anchor
overalt;anchor
overantvorde;NA
overbevise;NA
overblive;NA
overbuldre;NA
overbødig;NA
overdigte;NA
overdrage;NA
overdaad;NA
overdådig;NA
overdaadig;NA
overdaadighed;NA
overens;NA
overfald;NA
overflod;mål
overflødelig;NA
overflødig;NA
overgiven;NA
overhale;anchor
overhaling;trf
overherre;NA
overhændig;NA
overhæng;anchor
overhøre;NA
overhørig;NA
overhånd;spo
overhaand;NA
overile;NA
overlandisk;NA
overlang;anchor
overlast;anchor
overlegen;psy
overlevere;swords
overligge;mercury
overliggende;anchor
overlydt;comet
overlægge;NA
overløb;anchor
overmand;"comet;swords"
overmod;NA
overmåde;NA
overmaade;NA
overmaadig;NA
overraabe;NA
oversejle;NA
oversidde;NA
overskrive;NA
overskærer;"wheel;mercury"
overslag;spo
overslaa;NA
overstride;NA
oversætte;NA
overtaste;NA
overtræde;NA
overtrække;NA
overtyde;psy
overveje;NA
overvinde;NA
overvælde;NA
overvældig;NA
ovn;wheel
ovnbrød;NA
ovnsmund;NA
ovre;NA
ovrighed;NA
ovs;NA
padde;anchor
paddehat;flower
padre;NA
pagt;NA
pak;sam
pakke;oad
pakkenelliker;NA
pal;NA
palads;NA
paladsgreve;NA
pale;NA
palle;NA
palt;NA
paltsrok;NA
pamper;spades
pande;gas
pander;NA
panel;"byt;sam;tek;aut;tøj;psy"
pannel;NA
panser;"mil;pot"
pant;"jur;øko;han"
pante;NA
pantoffel;NA
pap;NA
papegøje;"bird;flower;anchor"
papir;mercury
pappe;NA
par;zoo
paradiskorn;NA
pardel;NA
parder;NA
parfots;NA
parkem;NA
parlament;NA
parlamente;NA
part;anchor
parte;NA
parti;"mercury;anchor"
partisan;NA
pas;NA
pasbord;NA
pashamp;NA
paspurt;NA
passager;NA
passe;NA
passeport;NA
passion;music
passionerer;NA
patine;NA
patron;wheel
patrone;NA
paulun;NA
pave;rel
pavement;NA
pavlun;NA
pavst;spades
peber;flower
pebling;und
pejle;anchor
pejs;bol
pekkelhering;NA
peklin;NA
peld;NA
pels;"zoo;tøj;nyd"
pelser;NA
pelsner;NA
pelteri;NA
pen;NA
pene;NA
penningebrev;NA
penningebræde;NA
pens;NA
pensel;mal
pension;NA
pergament;NA
perikel;NA
perk;NA
perle;NA
perm;bog
perse;mad
persik;NA
persike;NA
persil;NA
persille;bot
persken;NA
persone;NA
pert;NA
pfalzgreve;NA
phuj;NA
pibe;"nyd;tek;msk"
pibekande;NA
pibeovn;NA
piber;"bird;fish;anchor"
pig;NA
pige;NA
pik;anchor
pikkelhering;NA
pikkelhue;swords
pikkeronne;anchor
pil;"våb;bot;und"
pilar;NA
pilgrim;NA
pilkentavl;NA
pille;med
pind;"anchor;spades"
pindesyl;NA
pindsyl;NA
pine;anchor
pinebænk;NA
pinelig;NA
pinelighed;NA
pingets;NA
pings;NA
pinke;NA
pinlig;NA
pinse;NA
pinsun;NA
pint;NA
pip;NA
piping;NA
pippe;NA
pirris;NA
pis;NA
pisel;NA
pisse;NA
pit;NA
pitser;NA
pitsere;NA
pitserring;NA
pitsier;NA
pitsiere;NA
pjalt;"tøj;psy"
plade;"msk;gas;aut;spi;fam;fot"
pladeslaer;NA
pladeslager;NA
pladre;kom
plads;"mercury;anchor"
plage;NA
plakke;swords
plan;wheel
planche;NA
planet;NA
plank;NA
planke;"byt;spo"
planse;NA
plante;bot
plasning;NA
plaster;swords
plat;NA
platte;NA
platten-;NA
plattenslager;NA
plege;NA
pleje;wheel
plejl;lan
plet;NA
pligt;NA
pligte;NA
pligteligen;NA
pligtig;NA
plinke;NA
plog;NA
plogskat;NA
pludre;NA
pluds;NA
pludselig;NA
pludseligen;NA
pludsig;NA
plukgæld;NA
plump;NA
plustre;NA
plustreplystre;NA
plyg;NA
plyndergreve;anchor
plyndre;NA
plæk;NA
pløk;NA
podagel;NA
podagelsk;NA
podagra;NA
podangel;NA
pode;NA
poderis;NA
pogge;NA
pojt;NA
pojte;NA
pok;NA
pokker;NA
pol;NA
polamit;NA
polej;flower
poleje;NA
poløxe;NA
pometekens;NA
pomissten;NA
pommerinke;NA
popelsi;NA
poppel;flower
poppele;NA
poppelen;NA
poppelsi;NA
porreløg;NA
pors;bot
port;anchor
portener;NA
porthus;NA
portner;NA
portugaløs;NA
positiv;NA
possement;NA
post;NA
posteg;NA
postej;NA
postelats;NA
postiv;NA
pote;"zoo;ana"
potte;bol
potter;NA
potteskår;NA
potz;NA
pragt;NA
prakke;NA
prakker;NA
prakkere;NA
prakkerfoged;NA
praktik;NA
praktisere;NA
pral;NA
prale;NA
pram;"skb;skm"
prampere;NA
prampering;NA
prang;NA
prange;NA
preg;NA
pren;håa
prene;NA
prent;NA
prente;NA
prenteri;NA
present;s
prik;anchor
prikke;"erh;fyo"
prikle;hav
prim;music
prime;NA
primegelt;anchor
primegæld;NA
prin;NA
pris;NA
prise;NA
priselig;NA
prison;NA
privet;NA
proces;NA
proest;NA
profos;NA
prop;"ele;ana;hel;psy"
proper;NA
prost;NA
provest;NA
proviant;NA
proviantbrød;NA
provst;NA
provsti;NA
prunk;NA
pruste;kom
prutte;han
pryne;NA
prys;NA
prysk;NA
pryssing;NA
prædike;NA
prædiken;NA
prælat;bird
prøjser;NA
prøve;wheel
pudder;NA
pudderbysse;NA
puds;NA
puge;øko
pugge;NA
puk;NA
pukke;NA
pukkel;"zoo;fyo;gel"
pukker;NA
pukkere;NA
pukpyk;NA
puld;tøj
pulpet;NA
pulre;NA
puls;NA
pult;music
pulteri;NA
pulver;NA
pulverisere;NA
pumpe;anchor
pumpetugge;NA
punder;NA
pundert;NA
pung;NA
punkt;"music;swords"
puppe;NA
pur;NA
purgere;NA
purre;anchor
pus;NA
puste;"hån;spr;spi;zoo;fyo"
puster;NA
pustere;NA
put;NA
puts;NA
pykke;NA
pynt;NA
pynte;NA
pægl;mål
pæl;anchor
pæle;NA
pæon;flower
pøjt;NA
pøker;NA
pøl;NA
pølle;bol
pønse;NA
pøtker;NA
på;NA
paa;"comet;anchor;mercury;swords"
paaskyde;NA
rabalder;NA
rabus;NA
rack;NA
rad;NA
raft;NA
rage;NA
rak;NA
rakke;"sam;kom;rej"
rakker;spades
rakkere;NA
rakkeri;NA
rakkerknægt;NA
rakkerkule;NA
ram;NA
ramme;NA
rampe;NA
rams;flower
ranke;"bot;bol"
ransel;anchor
ranson;anchor
ransone;NA
ransoning;NA
rap;spr
raphøns;NA
rappe;NA
rar;NA
rase;NA
rasekop;NA
rasende;NA
rask;NA
raskop;NA
rasle;NA
rasp;wheel
rast;NA
raste;NA
rat;tra
rav;mercury
re;NA
rebbenspær;NA
rebbespær;NA
rebe;NA
reberbane;hån
rebslager;NA
rebsmand;NA
red;hvn
redde;spo
reddesløs;NA
redding;NA
rede;NA
redelig;NA
reder;NA
redig;NA
redskab;hån
refal;NA
refald;NA
regd;NA
regel;NA
regerer;NA
regerere;NA
regimente;NA
regne;"mat;mål"
regnere;NA
regnskab;erh
rej;NA
rejnfal;NA
rejnfald;NA
rejnfan;bot
rejse;rej
rejsener;NA
rejsig;NA
rejsner;NA
rekling;NA
rem;NA
remme;NA
remmesnider;NA
remmesnidere;NA
remmesnier;NA
remmesniere;NA
remmet;NA
remp;NA
rempe;NA
remsnider;NA
remsnidere;NA
remsnier;NA
remsniere;NA
rende;NA
rendebane;NA
rendespil;NA
rendesten;anchor
rengnere;NA
rente;"ban;øko"
rentemester;NA
rentener;NA
reppe;NA
resener;NA
ret;"anchor;swords"
retfærdelig;NA
retfærdig;rel
retfærdige;NA
retfærdighed;NA
retgang;NA
retmæssig;NA
retning;swords
retsindig;NA
retskyldig;NA
rettebænk;NA
retter;NA
retterbænk;NA
retterdag;NA
rettergang;NA
rettersværd;NA
rettesnor;NA
rettesværd;NA
rettighed;NA
rev;NA
rever;NA
revier;NA
revir;anchor
revle;NA
ri;skr
ribalde;NA
ribbe;"bot;bol;ark;spo;hån"
ridder;"spades;fish;flower"
ridderlig;NA
ridderskab;NA
riddersmand;NA
ridelagen;NA
rigel;NA
rigsk;NA
rigte;NA
rigteligen;NA
rigtig;NA
rilagen;NA
rille;NA
rim;NA
rime;NA
rimpe;håa
rind;NA
rindsel;NA
ringe;øko
ringeldue;NA
rinsk;NA
ris;NA
rise;NA
riselsk;NA
risk;NA
risp;NA
rist;bol
riste;NA
ritmester;mil
ritte;NA
rive;NA
rive-;wheel
ro;NA
rode;oad
rodemester;NA
rodset;NA
rodskær;NA
roe;bot
rog;NA
rok;NA
rokere;NA
rokke;zoo
rokkel;NA
roland;NA
romer;NA
romtalende;NA
ror;anchor
ros;NA
rosbår;NA
rosbåre;NA
rosbaare;NA
rose;"flower;swords;anchor"
rosen-;NA
rosenfarvet;NA
rosennobel;NA
rosenobel;NA
rosin;NA
rosom;NA
rost;NA
rostere;NA
rotlask;NA
rotsten;NA
rotte;zoo
rottekrudt;NA
rotværk;NA
rov;"kri;zoo"
ru;ana
rubank;NA
rubin;NA
rud;NA
rude;"gla;ark"
rue;NA
ruelse;psy
ruf;ski
ruffe;NA
ruffer;NA
ruffere;NA
rufferi;NA
rufferske;NA
rufoder;NA
rug;NA
rugfoder;NA
rughugger;NA
rugte;NA
ruhugger;NA
ruldug;NA
rulle;gas
rum;anchor
rumeni;NA
rummeldus;NA
rummeldøs;NA
rumor;NA
rumpe;"swords;anchor"
rumple;NA
rumstere;NA
rund;NA
runddel;swords
rundel;NA
rundholt;ski
rus;NA
ruse;anchor
ruske;NA
russer;NA
russisk;flower
rust;NA
rust-;NA
ruste;mil
rustig;NA
rustmester;NA
rutte;NA
ryg;NA
ryge;NA
rygfoder;NA
rygfoer;NA
ryggeløs;NA
ryggesløs;NA
rygkræf;NA
rygkræft;NA
rygløs;NA
rygte;NA
rygtes;kom
rygtig;NA
rykke;swords
rylagen;NA
rympling;NA
ryspe;NA
rystig;NA
ryting;NA
