lemma;tags
rytter;"spo;mil"
rytteri;mil
rytting;NA
ræddike;flower
rædike;NA
ræk;NA
rækel;NA
række;"swords;wheel"
rækkebænk;NA
rækkje;NA
ræling;ski
rænke;NA
rødbrissel;NA
røde;NA
rødgyder;NA
rødskær;NA
rødsten;"comet;mercury"
røffel;NA
røje;NA
røjer;NA
røllike;bot
rømme;"mercury;wheel;anchor"
rør;NA
rørdrum;zoo
røre;NA
rørig;NA
røst;NA
røstmester;NA
røtte;NA
røve;NA
røver;NA
raa;anchor
raad;NA
raadgiver;NA
rådhus;oad
raadhus;NA
raadmand;fish
raadne;NA
raadsfrue;NA
rådslag;NA
raadslag;NA
raadslaa;NA
rådstol;NA
råg;NA
raage;bird
sabbe;NA
sabel;NA
sadden;NA
sade;NA
sadel;"swords;anchor;wheel;music"
sadelfad;NA
sadelmager;NA
saden;NA
saffe;NA
safran;flower
sagt;NA
sagte;NA
sagtelig;NA
sagthed;NA
sagtighed;NA
sagtmod;NA
sagtmodig;psy
sagvolder;NA
sakke;NA
sal;NA
salig;rel
salighed;NA
saliglig;NA
sallun;NA
salse;NA
salsirken;NA
saltsole;NA
salve;apo
salvie;flower
salving;NA
salvning;NA
sam-;NA
samarie;NA
samkøb;NA
samle;"hån;gas"
samt;NA
samtkøb;NA
samtlig;NA
samvittighed;psy
sandart;fish
sanddune;NA
sangmester;NA
sankt;flower
sap;NA
sardug;NA
sargiant;NA
sart;NA
sasse;NA
sav;NA
savblok;NA
savdæle;NA
save;NA
savle;NA
schartek;mercury
schout;NA
se;NA
seddel;ban
sedefer;NA
sedfer;NA
segelsten;NA
segl;lan
seglatie;NA
segle;NA
seglgarn;NA
seglrede;NA
seglsten;NA
segne;NA
segnet;NA
sejdenskib;NA
sejdespil;NA
sejer;NA
sejerstund;NA
sejerværk;NA
sejlads;søf
sejlgarn;tin
sejnskib;NA
sejrværk;NA
sejser;NA
sekker;NA
sekkering;NA
seks;NA
sele;anchor
selle;NA
selligen;NA
sellje;NA
selskab;NA
selv;spades
selv-;NA
selvdigtet;NA
selvmyndig;NA
selvstændig;NA
selvvillig;NA
selvvoxen;NA
semand;NA
sene;NA
sengenætter;NA
senkel-;NA
sennes-;NA
serpentine;swords
setteni;NA
sevenbom;bot
sex;NA
si;NA
sibe;NA
sid;NA
sideldort;NA
siden;NA
sidendort;NA
sig;NA
sigel;NA
signet;flower
sigt;NA
sigte;våb
sikker;NA
sikkerhed;swords
sikkerlig;NA
sikling;NA
sikre;swords
sikring;swords
sil;NA
silkestikker;NA
simand;NA
simle;NA
simpel;"spades;swords"
simpelhed;NA
sind;psy
sindal;NA
sindeldort;NA
sindelig;NA
sindendort;NA
sindesløs;NA
sindig;psy
sindighed;NA
sindlig;NA
sindløs;NA
sindrig;NA
singel;NA
singrøn;flower
sinkadusen;NA
sinke;NA
sir;NA
sirat;music
sire;music
siring;NA
sise;NA
sisebod;NA
sisik;NA
sisiken;NA
sisken;zoo
sisse;NA
sive;NA
sjelvvoxen;NA
sjov;anchor
sjughed;NA
sjunk;NA
sjæl;"swords;music"
sjælebad;NA
sjæledag;NA
sjælegave;NA
skab;bol
-skab;NA
skabelon;NA
skabernak;NA
skabet;NA
skaffe;NA
skaffer;NA
skaffere;NA
skaffom;NA
skak;anchor
skakkeret;NA
skaktavl;NA
skal;wheel
skald;NA
skalk;NA
skalkagtig;NA
skalkefund;NA
skalkelige;NA
skalkhed;NA
skalle;NA
skalmeje;msk
skamfere;NA
skamflikke;NA
skamfærde;NA
skamfære;NA
skamfæring;NA
skamme;NA
skammel;NA
skamper;NA
skand;NA
skand-;NA
skandsten;NA
skank;NA
skanse;mil
skar;NA
skare;NA
skarlagen;tøj
skarn;spades
skarntyde;bot
skarpe;NA
skarperigter;NA
skarpmese;NA
skarpmetse;NA
skarpretter;NA
skarre;NA
skars;NA
skarsk;NA
skartek;NA
skarteke;NA
skarvagt;NA
skat;NA
skatte;NA
skavank;NA
skave;NA
ske;NA
-ske;NA
sked;NA
skede;NA
skedelig;NA
skeding;NA
skedning;NA
skedsherre;NA
skedsmand;NA
skejdsherre;NA
skel;"anchor;comet"
skele;NA
skelle;NA
skemp;NA
skempte;NA
skemte;NA
skene;NA
skenkel;NA
skenne;NA
skerpentine;NA
skever;NA
skeversten;NA
skibbrud;NA
skibe;"mercury;anchor"
skibelse;NA
skibmand;anchor
skibsrustning;NA
skibsrystning;NA
skide;NA
skidehus;NA
skider;NA
skidt;spades
skifer;NA
skiffer;gel
skifte;"anchor;swords"
skik;anchor
skikke;NA
skikkelig;NA
skikkelse;"fys;ana"
skikking;NA
skikkning;NA
skildpadde;anchor
skildre;NA
skildvagt;mil
skille;NA
skilling;"swords;flower"
skilt;NA
skimling;NA
skimme;NA
skimmel;bot
skimring;NA
skinbar;NA
skinbarlig;NA
skind;"ana;mad"
skinde;NA
skinder;NA
skinderi;NA
skink;NA
skinke;NA
skinkel;NA
skinne;NA
skinneben;NA
skipper;"søf;spo"
skippund;NA
skirrit;NA
skive;"kom;msk"
skje;NA
skjold;"swords;anchor"
skjorte;NA
skjud;NA
skjul;NA
skobod;NA
skodde;NA
skok;NA
skokketal;NA
skolapper;NA
skole;music
skolæpper;NA
skomager;"bird;anchor"
skonfarsejl;NA
skonrog;mad
skonroggen;NA
skorsten;"byt;mas;øko;hel"
skot;ski
skotilje;NA
skovisk;NA
skovl;"anchor;wheel"
skovle;anchor
skovr;NA
skrabe;NA
skraføjte;NA
skrage;NA
skramme;NA
skrammet;NA
skrange;NA
skrank;NA
skrankværk;NA
skrat;NA
skrave;anchor
skred;NA
skridt;"zoo;ana"
skrift;"lit;rel;spr;typ;gra"
skrig;NA
skrige;NA
skrikke;NA
skrin;NA
skrinmagere;NA
skrive;"mercury;quad;music"
skrivén;NA
skrivereskole;NA
skrivertyg;NA
skrivetyg;NA
skrode;NA
skrodvægt;NA
skrolle;NA
skrot;NA
skrubbe;wheel
skrue;"hån;ski;gas;spo;vær;psy"
skrump;NA
skrumpe;NA
skruve;NA
skryde;NA
skrædder;skr
skræddere;NA
skræv;NA
skrå;tea
skraa;NA
skråtobak;nyd
skubbe;NA
skubkarre;NA
skudde;comet
skude;skb
skudre;NA
skuestage;NA
skuffe;NA
skuffel;bird
skufle;NA
skul;NA
skulde;fish
skulder;"ana;zoo;tøj;med"
skuldere;NA
skuldre;NA
skule;NA
skuller;NA
skulpe;bot
skult;NA
skultus;NA
skuløret;NA
skumme;NA
skummer;NA
skumring;NA
skur;NA
skure;hyg
skurramme;NA
skurre;NA
skutilsvend;NA
skutte;bio
skuttel;NA
sky;psy
skylde;NA
skyldener;NA
skyldig;"jur;psy;øko"
skylding;NA
skyldinge;NA
skyldner;øko
skyldning;NA
skyldninge;NA
skyldug;NA
skyr;NA
skyt;NA
skytfærd;NA
skytningsstue;NA
skyts;våb
skytte;"våb;mil;spo;asl"
skyttevold;NA
skæft;NA
skæftig;NA
skæker;NA
skæl;"anchor;wheel"
skælde;NA
skældensord;NA
skælding;NA
skældsbrev;NA
skældsord;spr
skælm;psy
skælmer;NA
skæmme;NA
skænde;"kom;sex"
skændelig;NA
skænder;NA
skændere;NA
skændig;NA
skænk;NA
skænke;fam
skænkeskive;NA
skænkeøl;NA
skæpperi;NA
skærbrækker;NA
skærbækken;NA
skærdug;NA
-skærig;NA
skærm;"fje;edb;tek;bol;bot;fly;fri"
skærmbrækker;NA
skærmbræt;NA
skærme;NA
skærmere;NA
skærmerslag;NA
skærmeslag;NA
skærmydse;NA
skærmydsel;scl
skærmyse;NA
skærmytse;NA
skærte;NA
skærv;øko
skærve;NA
skæv;NA
skæve;NA
skæver;NA
skæverdug;NA
skævl;NA
skøde;anchor
skøge;flower
skøgje;NA
skølpe;anchor
skøn;NA
skønlig;NA
skønlige;NA
skønt;NA
skør;"flower;wheel"
skørbug;med
skøre;NA
skørt;"tøj;aut"
skørte;anchor
skørtedug;NA
skaan;NA
skåne;NA
skaane;NA
skånlig;NA
skaanlig;NA
skaar;anchor
slabberas;NA
sladre;kom
slag;NA
slagbro;NA
slage;NA
slagge;wheel
slagregn;NA
slagside;anchor
slagskat;NA
slagt;NA
slagte;NA
slagtemåned;NA
slagtemaaned;NA
slagter;NA
slagting;NA
slagtmåned;NA
slagtning;NA
slagtorden;NA
slagvindue;NA
slakke;anchor
slange;NA
slank;NA
slap;NA
slapampe;NA
slappe;NA
slat;NA
slatte;NA
slebe;NA
sleg;NA
slege;NA
sleger;NA
slem;NA
slemhed;NA
slemme;NA
slemmelig;NA
slemmere;NA
slet;music
slev;NA
sli;fish
slib;NA
slibe;hån
slibrig;NA
slid;wheel
slik;gel
slikke;NA
slikker;pom
slimig;NA
slimmig;NA
slink;NA
slinke;NA
slips;NA
slire;anchor
slopsæk;NA
slot;ark
slotsherre;NA
slotslog;NA
slotslov;NA
slu;NA
sluffe;NA
slug;NA
sluge;NA
slugop;NA
slumme;NA
slump;NA
slumpe;NA
slumre;NA
slungel;NA
slunke;NA
slunken;NA
slup;anchor
sluse;byg
slut;NA
slutte;"anchor;swords;wheel;mercury"
slutter;NA
sluttere;NA
slyde;NA
slynge;anchor
slyngel;NA
slæb;tøj
slæbe;jur
slæde;"anchor;swords;wheel"
slægt;NA
slægte;NA
slæne;NA
slænge;NA
sløj;fyo
sløjer;NA
sløjfe;NA
slømme;NA
slømmelig;NA
slømmere;NA
slømpe;NA
slør;tøj
sløre;anchor
sløse;NA
sløv;NA
slå;NA
smag;NA
smage;NA
smagelig;NA
smak;NA
smakke;anchor
smal;NA
smalle;NA
smede;NA
smide;NA
smidig;"fys;ana;psy;msk;spr"
smigelig;NA
smigere;NA
smigeri;NA
smitte;"med;tøj"
smolt;NA
smuds;NA
smug;NA
smuk;"spr;met"
smukke;NA
smul;NA
smult;NA
smykke;NA
smæ;NA
smæde;psy
smædelig;NA
smægte;psy
smægtig;NA
smækfilleke;NA
smæle;NA
smælig;NA
smælighed;NA
smærte;NA
smøg;NA
smøge;NA
smør;music
smøre;wheel
smørrig;NA
smaa;"anchor;spades;quad"
småhed;NA
smaahed;NA
smaalig;NA
snabel;NA
snak;NA
snakke;NA
snaphane;NA
snappe;"kom;zoo"
snare;NA
snarke;NA
snarkere;NA
snaskeri;NA
snat;NA
snave;NA
sne;NA
snedelig;NA
snedig;NA
snedker;sne
snedkre;NA
snegl;"wheel;music"
snekke;anchor
snekkje;NA
snel;NA
sneppe;zoo
snes;NA
snikke;NA
snikkje;NA
snildraadig;NA
snippe;NA
snive;NA
snog;NA
snor;"hån;tøj;zoo;san"
snore;NA
snoreret;NA
snorke;NA
snorker;NA
snorlige;NA
snorret;NA
snot;med
snotte;NA
snu;NA
snude;anchor
snue;NA
snuppe;NA
snurre;NA
snuve;NA
snyde;spades
snykke;NA
snæbel;fish
snære;flower
snøre;"mercury;swords"
sobel;NA
sobøder;NA
sod;NA
sodbrænden;NA
sode;NA
sok;NA
sold;NA
soldat;NA
soldener;NA
solding;NA
soldner;NA
sole;NA
solvirrel;NA
som;NA
sommerfugl;NA
sone;NA
sopken;NA
sorgfældig;NA
sorrigfældig;NA
sotidsel;NA
spa;NA
spade;NA
spadsere;NA
spage;anchor
span;NA
spand;NA
spandemager;NA
spandrem;NA
spang;NA
spanskgrønt;"mercury;flower"
spareribs;mad
sparkalk;NA
sparlagen;NA
spat;med
spe;NA
speceri;NA
sped;NA
spedalsk;med
spede;NA
spefugl;NA
spege-;NA
spegelfægting;NA
spegelfægtning;NA
spejde;NA
spejder;NA
spejl;"anchor;swords"
spel;NA
spelle;NA
spelt;bot
spelte;NA
spene;NA
spergel;flower
spid;wheel
spidde;NA
spide;NA
spids;"wheel;spades;swords"
spidsbub;NA
spidse;NA
spidseri;NA
spidshat;flower
spidsrod;NA
spiger;tøm
spikenard;flower
spiker;NA
spil;"spi;spo;msk;tea;kun"
spil-;"anchor;wheel"
spilde;NA
spile;anchor
spilfugl;NA
spilfægtning;NA
spilhus;NA
spille;"spo;msk;kun;tea;kul;fri;spi;sex;øko;tek"
spillefugl;NA
spiller;NA
spilleside;NA
spilling;NA
spilside;NA
spiltov;NA
spindeside;NA
spinkel;NA
spinket;NA
spir;anchor
spire;NA
spirisk;NA
spis;NA
spise;mad
spiser;NA
spiseri;NA
spitalig;NA
spjudstage;NA
splejse;"søf;bio;øko;fam"
splid;"scl;psy"
splide;NA
splint;anchor
split;"tek;gas;spo"
splitre;NA
splitte;NA
spo;NA
spode;NA
spoe;NA
spog;NA
spole;NA
spolorm;zoo
spord;NA
spore;NA
spot;NA
spotsk;NA
spottelig;NA
sprang;NA
sprede;"hyg;fys;ana"
sprekker;NA
spring;NA
springhorn;NA
springkorn;NA
sprinkel;NA
sprinkler;NA
sprinklet;NA
sprog;spr
sprok;NA
sprot;NA
sprude;NA
sprung;NA
sprutning;NA
sprutte;NA
spryd;anchor
sprydstagsejl;ski
sprytling;NA
spræk;NA
sprække;NA
sprækker;NA
sprænge;wheel
spraade;NA
spund;NA
spunde;NA
spy;NA
spyd;wheel
spydig;kom
spydsk;NA
spydstage;NA
spygat;anchor
spæk;anchor
spækhøker;han
spække;anchor
spænde;NA
spænsgrøn;NA
spænsgrønt;NA
spær;byt
spærhage;NA
spærkalk;NA
spærlagen;NA
spærre;mercury
spærvogn;NA
spøge;NA
spøgelse;NA
spøgeri;NA
spøl;NA
spøle;NA
spåne;NA
stabel;NA
stabelafløbning;ski
stabelgods;mercury
stable;NA
stad;geg
stade;NA
stadelig;NA
stadfæste;mercury
stads;NA
staffeli;NA
staffere;"hån;håa"
staffiere;NA
stag;"anchor;wheel"
stage;anchor
stak;NA
stakit;NA
stal;NA
stalbroder;NA
stald;NA
staldbroder;NA
stalde;NA
stalding;NA
staldmester;NA
staler;NA
stalle;NA
stalmester;NA
stamle;NA
stamme;"bot;etn;bio;spr"
stammet;NA
stampe;NA
standaftig;NA
standart;swords
stande;NA
standfast;NA
standhaftig;psy
stands;NA
stangkrejer;NA
stangkrer;NA
stank;NA
starblind;fyo
stat;"geg;sam;oad"
statelig;NA
statholder;his
statlig;NA
stavn;NA
stedse;NA
steg;NA
stejl;psy
stejle;NA
stekemes;NA
stel;"tek;bol"
stelle;NA
stelpe;NA
stemme;mercury
stemp;NA
stempe;NA
stempel;tek
stemple;NA
stenbider;fish
stenbikke;flower
stenbikker;fish
stenbræk;flower
stenbuk;NA
stenbøsse;NA
stene;NA
stenet;NA
stenhus;NA
stenig;NA
stenlim;NA
stenmarv;NA
stenpikkere;NA
stensluffe;NA
stenugle;bird
sterredros;NA
stervbo;NA
sterve;NA
stevel;NA
stever;NA
stevere;NA
sti;NA
stif-;NA
stift;rel
stifte;NA
stig;NA
stige;NA
stigt;NA
stigte;NA
stihage;NA
stik;anchor
stikbovt;anchor
stikke;"zoo;med;håa;tøj;spi;søf;gas;kom"
stikketøg;NA
stikpenge;NA
stikpille;NA
stilk;wheel
stille;"anchor;mercury"
stillids;zoo
stillighed;NA
stilling;NA
stim;NA
stime;NA
stimpere;NA
stind;NA
stinke;NA
stint;NA
stinte;NA
stiv;"met;mad"
stive;anchor
stivelse;NA
stivnakket;NA
stjerne;"wheel;mercury"
stjernekiger;"fish;anchor"
stjerneskud;NA
stjøvl;NA
stob;NA
stod;NA
stodre;NA
stok;NA
stokblind;NA
stokfisk;"mercury;fish"
stokhus;NA
stokkeknægt;NA
stokkerhus;NA
stokkerknægt;NA
stokmester;NA
stolbroder;NA
stolebroder;NA
stolesbroder;NA
stolgang;NA
stolpe;anchor
stolsbroder;NA
stolt;flower
stoltelig;NA
stolteligen;NA
stolthed;NA
stoltsere;NA
stoppe;"nyd;med;håa"
storm;anchor
storme;anchor
stormhage;swords
stov;NA
stove;NA
strade;NA
straf;NA
straffe;jur
straffelig;NA
strag;NA
straks;NA
stram;"ana;psy"
straten-;NA
stratenrøver;NA
strax;NA
streg;"music;spades;anchor;swords"
stregmaal;NA
strejfe;psy
stremel;NA
stremmel;NA
streng;NA
strenge;NA
strengelig;NA
stretsko;NA
strevig;NA
strib;NA
stribe;"mil;bog"
stribet;"flower;mercury"
strid;NA
stridbar;NA
stride;s
stridig;NA
strig;NA
strige;NA
strik;NA
strikke;håa
strikmur;NA
strikværn;NA
strime;NA
strimmel;"gel;flm"
strinte;zoo
strip;kun
strippe;NA
strud;NA
struds;zoo
strudse;NA
strukrøver;NA
strumpe;NA
strunk;NA
strunt;bird
strut;NA
stryge;"music;anchor"
stræbe;NA
stræde;NA
strække;"hyg;spo"
strækkeben;NA
stræve;NA
strømling;fish
strømpe;tøj
strøv;NA
strøve;NA
stråle;"fys;med;zoo"
straale;NA
stub;NA
stubbe;NA
stube;NA
studium;NA
studse;spo
stue;wheel
stukke;NA
stum;"music;bird"
stump;NA
stumpe;tøj
stumpere;NA
stumple;NA
stund;NA
stunde;NA
stundeglas;NA
sturen;NA
stuv;NA
stuve;NA
stuvning;NA
stykke;NA
stykkje;NA
stylp;NA
stylpe;NA
stymper;NA
stympere;NA
stymple;NA
styr;anchor
styrbord;anchor
styre;NA
styrmand;NA
styrre;NA
styrring;NA
styrte;sam
styrtekule;NA
styrtning;"swords;anchor"
styrvolt;spades
styve;NA
styver;NA
stædig;NA
stæmp;NA
stæmpe;NA
stæmpel;NA
stændig;NA
stær;med
stærblind;"fyo;hel"
stætte;NA
stævn;anchor
stævne;NA
stød;"swords;anchor"
støder;NA
stødere;NA
støje;NA
støjt;NA
stømpere;NA
stønne;NA
stør;fish
støtte;øko
støv;"bot;zoo;rel;bol"
støve;"hyg;jag"
støveken;NA
støvel;NA
støver;NA
støvere;NA
støvken;NA
støvle;tøj
støvlet;NA
støvmel;NA
støvning;NA
stålbroder;NA
ståldbroder;NA
stålde;NA
stålmester;NA
stånde;NA
ståvn;NA
suben;NA
sudler;NA
sudlere;NA
sudryg;NA
sukker;"mad;kem"
sukte;NA
sum;mercury
summe;NA
sump;"geg;tek"
sumpe;NA
sund;NA
sunde;NA
sundhed;NA
suppe;NA
suput;NA
sur;NA
suremule;NA
surfittig;NA
suring;NA
surmule;NA
surre;NA
surseende;NA
sus;NA
svaber;anchor
svadanig;NA
svag;"fyo;hel;bio;tek;psy;sam;spr"
svage;NA
sval;NA
svale;bird
svalm;NA
svamp;NA
svang;NA
svanger;NA
svans;"swords;wheel"
svanse;NA
svaring;NA
svarlig;NA
svarm;NA
svart;NA
svejfet;ark
svend;NA
svenk;NA
svenke;NA
svibbue;NA
svibel;NA
svig;NA
svigerske;NA
svik;NA
svike;NA
svikke;NA
svime;NA
svimelse;NA
svimeslag;NA
svimeslaa;NA
svimle;NA
svimmel;fyo
svind;NA
svindig;NA
svindighed;NA
svindt;NA
svinedrift;NA
svinepenninge;NA
svinge;"fys;dan"
svink;NA
svinke;NA
svire;drk
svoger;fam
svogre;NA
svovl;"kem;rel"
svulst;med
svække;hel
svælg;NA
svænge;NA
svær;NA
sværdfeger;mercury
sværdfegere;NA
sværdfejere;NA
sværdside;NA
svære;NA
sværke;NA
sværm;NA
sværme;NA
sværte;skm
svæve;music
svøbe;anchor
svåg;NA
sy;anchor
syd;geg
syde;NA
syden;NA
sydost;anchor
syl;NA
syld;NA
syldøkse;NA
syldøxe;NA
sylle;NA
sylt;NA
sylte;"gas;ana"
syn;comet
synav;flower
synderlig;NA
syndige;NA
synest;NA
syre;flower
sæbe;hyg
sæde;"swords;wheel"
sædelig;NA
sæk;NA
sækkedragere;NA
sækkertal;NA
sæl;NA
sælhund;NA
sælsom;NA
sæms-;NA
sænke;"wheel;music"
sær;NA
sætje;NA
sætning;NA
sættenagle;NA
søbe;NA
sød;NA
søgere;NA
søjle;NA
søle;NA
sølver-;NA
sølverglød;NA
sølvgled;NA
sølvglede;NA
sølvglød;NA
sølvgløde;NA
sølvpop;NA
sølvskum;wheel
sømme;NA
sømmere;NA
sønderjyde;NA
søpig;NA
søsling;NA
søsterskap;NA
søværts;anchor
saad;NA
sådan;NA
saadan;NA
saal;"wheel;anchor"
saat;NA
såte;NA
tabelet;NA
tabin;NA
tablatur;NA
tabulatur;NA
tabulet;NA
tadre;NA
taffel;NA
taffelsmide;NA
taft;NA
tag;NA
tagge;NA
tagl;NA
tak;zoo
takkel;anchor
takkelage;ski
takle;"søf;ski"
taknemmelig;NA
tal;NA
tale;NA
talemand;NA
talg;NA
tallerken;mad
talsmand;NA
tamper-;NA
tang;NA
tange;NA
tanke;NA
tanke-;NA
tankebog;NA
tankebrev;NA
tant;sex
tap;"swords;wheel"
tapet;NA
tappegæld;NA
tarse;NA
tarter;NA
taske;tøj
taskemager;NA
taste;NA
tatar;NA
tater;NA
tavl;NA
teglslager;NA
teglslagere;NA
teglsten;NA
telbøsse;NA
tele;NA
telhage;NA
tellebøsse;NA
telt;fri
teme;NA
temme;NA
temmelig;NA
tempel;NA
tempere;NA
temperere;music
ten;NA
tengsel;NA
tenværk;NA
tere;NA
tere sig;NA
teriak;NA
terig;NA
terighed;NA
terne;NA
terning;"spi;mat"
tese;spades
test;NA
tid;NA
tidepenge;NA
tidevand;anchor
tidfordriv;NA
tidfordrive;NA
tidig;music
tiding;NA
tidinge;NA
tidkorting;NA
tidkortning;NA
tidkørting;NA
tidkørtning;NA
tidlig;NA
tidløs;flower
tidsfordriv;NA
tidskorting;NA
tidskortning;NA
tidskørting;NA
tidskørtning;NA
til;NA
tilbage;NA
tilbede;NA
tilbehør;gas
tilbehøre;NA
tilbehørende;NA
tilbehørig;NA
tilbehøring;NA
tilbehøringe;NA
tilberede;NA
tilbeskære;NA
tilbetro;NA
tilbinde;NA
tilbringe;NA
tilbringere;NA
tilbøje;NA
tilbørlig;NA
tildele;NA
tildrage;NA
tildrikke;NA
tildrive;NA
tildrægig;NA
tildræglig;NA
tilfald;NA
tilfalde;NA
tilflugt;NA
tilfly;NA
tilflaad;NA
tilforladelig;NA
tilforn;NA
tilfornet;NA
tilforsigt;NA
tilfreds;NA
tilfælde;NA
tilfældig;sta
tilføje;NA
tilfør;NA
tilføre;NA
tilgedan;NA
tilgenegen;NA
tilgift;NA
tilgive;spades
tilhold;NA
tilholde;NA
tilholder;wheel
tilhugge;NA
tilhænge;NA
tilhænger;NA
tilhøre;NA
tilje;NA
tilkomme;NA
tilkomst;NA
tilkomstig;NA
tillade;spades
tillag;NA
tillange;NA
tillede;NA
tillige;NA
tillokke;NA
tillægge;mat
tilløb;NA
tilovers;NA
tilpas;NA
tilplanke;NA
tilpligte;NA
tilrette;NA
tilsagn;NA
tilsammen;NA
tilslager;NA
tilspunde;NA
tilstede;NA
tilstå;jur
tilstaa;mercury
timmer;mercury
tims;NA
timse;NA
tin;NA
tind;NA
tinde;"gel;ark"
tinding;NA
tine;NA
tingbog;NA
tingbænk;NA
tingdag;NA
tinge;NA
tingest;NA
tinghus;NA
tinghøring;NA
tingmand;NA
tingstok;NA
tingsvidne;NA
tingtid;NA
tip;NA
tiran;NA
tiranne;NA
tirumtej;NA
titling;NA
tjalre;NA
tjene;mercury
tjener;NA
tjeneste;"anchor;mercury"
tjenstagtig;NA
tjenstlig;NA
tjuvestok;NA
tjære;NA
to;NA
tobin;NA
tobis;zoo
tofte;anchor
tog;NA
togbrigge;NA
toge;NA
togger;NA
togsmand;NA
tolast;NA
told;anchor
tolde;NA
tolder;tol
toldne;NA
tolk;NA
tolke;NA
tolv;NA
tolve;NA
tom;NA
tomb;NA
tone;anchor
top;"anchor;wheel;spades;mercury"
tornej;NA
tornirisk;zoo
torpelig;NA
toslagere;NA
tost;NA
tot;NA
tov;anchor
tove;NA
tovre;NA
trads;NA
tradselig;NA
tragt;NA
tragte;NA
tral;NA
tralle;NA
tralle?;NA
trampe;"fri;mad"
tran;NA
trane;bird
tranehals;flower
trang;NA
trante;NA
trappe;byg
trappedrager;NA
trappedreger;NA
trav;swords
trave;zoo
travn;NA
tremet;NA
tremme;ark
trent;NA
tresor;NA
tresur;NA
tribalt;NA
tribut;NA
tridse;NA
trille;NA
trilling;NA
trimet;NA
trind;NA
trindel;NA
trip;NA
trippe;NA
trisse;hån
tro;NA
trods;psy
trodselig;NA
trolig;NA
trolove;NA
trometere;NA
tromme;msk
trommetere;NA
trompe;NA
trompere;NA
trompet;"music;fish;anchor;swords"
trop;NA
tros;swords
trosse;hån
trukke;NA
trumpe;NA
trumpeslaere;NA
trumpeslagere;NA
trygle;kom
trygler;NA
tryglere;NA
trykke;NA
træd;NA
træde;"kom;erh;mil;dan;tea"
træffelig;NA
trægt;NA
træk;NA
trække;"tek;spi;bol;han;fyo;øko;spo;sex;fys;mil;med;edb"
træmme;NA
trænge;NA
trængsel;NA
træring;NA
træsk;NA
træsor;NA
træsur;NA
træt;NA
trøgle;NA
trøglere;NA
trøj;NA
trøje;NA
trøjedus;NA
trøle;NA
trøler;NA
trøst;NA
trøste;NA
traad;NA
tråde;NA
tub;NA
tubin;NA
tud;ana
tude;NA
tudehorn;NA
tugt;NA
tugte;NA
tugtelig;NA
tugtemester;NA
tugtemestere;NA
tugtig;NA
tugtighed;NA
tugtmestere;NA
tugtughed;NA
tumle;psy
tumler;bird
tumpe;NA
tun;NA
turbit;NA
ture;NA
turig;NA
turkeland;NA
turkis;NA
turlig;NA
turnere;NA
turteldue;zoo
tusindblad;flower
tusindfold;NA
tusindkunstner;NA
tusk;NA
tuske;han
tuskeri;NA
tusse;NA
tut;NA
tutte;NA
tvar;NA
tvebak;NA
tvedragt;comet
tvedragtig;NA
tvedragtighed;NA
tvedrægt;NA
tvedrægtig;NA
tvedrægtighed;NA
tvefoldig;NA
tvefoldighed;NA
tvefærdig;NA
tvege;NA
tvi;NA
tvidragt;NA
tvidragtig;NA
tvidrægt;NA
tvidrægtig;NA
tvil;NA
tvilagtig;NA
tvilagtighed;NA
tvile;NA
tvilelig;NA
tvist;jur
tviste;NA
tvistig;NA
tvivl;NA
tvivlagtig;NA
tvivlagtighed;NA
tvivle;NA
tvivlmod;NA
tvivlmodig;NA
tværs;"anchor;mercury"
ty;NA
tygt;NA
tygtighed;NA
tygtughed;NA
tykke;NA
tymle;NA
tynd;anchor
tyr;NA
tyran;NA
tyranne;NA
tyre;NA
tyrk;NA
tyskendæk;anchor
tysse;NA
tyveri;NA
tæge;zoo
tænke;"psy;kom"
tænkebog;NA
tænkebrev;NA
tæppe;"bol;tea"
tæppede;NA
tære;"kem;hel"
tærer;NA
tærge;NA
tærling;NA
tærning;NA
tærske;NA
tærskel;anchor
tærtelig;NA
tærtet;NA
tæve;zoo
tøddel;NA
tøffel;tøj
tøj;swords
-tøj;sad
tøje;NA
tøjel;NA
tøjte;NA
tømmer;anchor
tømmermand;anchor
tønde;anchor
tørk;NA
tørne;"anchor;wheel"
tørst;NA
tøve;NA
tøvre;NA
taabe;NA
taag;NA
tåge;NA
taage;swords
taal;NA
taale;NA
tålsmand;NA
tårn;"ark;spi"
taarn;"anchor;swords"
uadel;NA
uafladelig;NA
uagtet;NA
uanset;NA
uart;NA
uartig;NA
ubarmelig;NA
ubarmhjertig;NA
ubegiven;NA
ubegribelig;NA
ubehag;NA
ubehjælpelig;NA
ubehjælpsom;NA
ubehørlig;NA
ubekendt;NA
ubekvem;NA
ubekvemmelig;NA
ubekymret;NA
uberedt;NA
uberugtet;NA
uberygtet;NA
uberaad;NA
ubeskadiget;NA
ubeskedelig;NA
ubeskeden;NA
ubeskedenhed;NA
ubeskedenlig;NA
ubeskedentlig;NA
ubeskeenhed;NA
ubeskrivelig;NA
ubeskaaret;NA
ubesmittet;NA
ubestandig;NA
ubesværet;NA
ubetalt;NA
ubetænkelig;NA
ubetænkt;NA
ubevant;NA
ubevaren;NA
ubevendt;NA
ubevidst;NA
ubevægelig;NA
ubevåren;NA
ubillig;NA
ubrødelig;NA
ubændig;NA
ubørlig;NA
udarbejde;NA
udbede;NA
udblæse;"wheel;swords"
