"";"lemma";"tags";"ordklasse"
"858";"kim";"bot;bio";"S"
"859";"kimme";NA;"S"
"860";"kimmer";NA;"S"
"861";"kin";NA;"S"
"862";"kindbakke";"zoo";"S"
"863";"kinke";NA;"S"
"864";"kip";"byt";"S"
"865";"kipe";NA;"S"
"866";"kippe";NA;"S"
"867";"kippe";"mad";"S"
"868";"kipper";NA;"S"
"869";"kirsebær";"bot";"S"
"870";"kirsej";NA;"S"
"871";"kiste";"mercury;anchor";"S"
"872";"kiv";NA;"S"
"873";"klage";NA;"S"
"874";"klamme";"spr;tek";"S"
"875";"klank";NA;"S"
"876";"klap";"ana";"S"
"877";"klapholt";NA;"S"
"878";"klappebænk";NA;"S"
"879";"klaret";NA;"S"
"880";"klat";"zoo;spo";"S"
"881";"klejne";NA;"S"
"882";"klejnsmed";"sme";"S"
"883";"klenodie";NA;"S"
"884";"kleppert";NA;"S"
"885";"kleresi";NA;"S"
"886";"klerk";NA;"S"
"887";"klid";"gas";"S"
"888";"klik";NA;"S"
"889";"klinke";NA;"S"
"890";"klint";"gel";"S"
"891";"klippe";"gel";"S"
"892";"klipping";NA;"S"
"893";"klister";NA;"S"
"894";"klod";"anchor";"S"
"895";"klode";"ast;ana";"S"
"896";"klods";NA;"S"
"897";"kloghed";NA;"S"
"898";"klokkeknevl";NA;"S"
"899";"klokker";NA;"S"
"900";"klokkespise";NA;"S"
"901";"klokkestund";NA;"S"
"902";"kloster";NA;"S"
"903";"klov";NA;"S"
"904";"klov";"HÅN";"S"
"905";"klovert";NA;"S"
"906";"klump";NA;"S"
"907";"klus";NA;"S"
"908";"klyne";NA;"S"
"909";"klys";"anchor";"S"
"910";"klyver";"anchor";"S"
"911";"klæbber";NA;"S"
"912";"kløft";"gel;ana";"S"
"913";"kløver";"bot";"S"
"914";"knabe";NA;"S"
"915";"kneb";NA;"S"
"916";"knebel";"sme";"S"
"917";"knevel";NA;"S"
"918";"knibe";NA;"S"
"919";"knibtang";"wheel";"S"
"920";"knipling";NA;"S"
"921";"knippel";"pot;våb";"S"
"922";"kniv";"spades;wheel";"S"
"923";"knob";"søf;mål";"S"
"924";"knoge";NA;"S"
"925";"knogle";"ana";"S"
"926";"knogleknokkel";NA;"S"
"927";"knop";NA;"S"
"928";"knot";NA;"S"
"929";"knægt";"spi";"S"
"930";"knæk";NA;"S"
"931";"knæler";NA;"S"
"932";"knæling";NA;"S"
"933";"kobbel";"music";"S"
"934";"kobber";"anchor";"S"
"935";"kobberrøg";NA;"S"
"936";"kode";NA;"S"
"937";"koffardi";"søf";"S"
"938";"kog";NA;"S"
"939";"kogge";"skb";"S"
"940";"kogger";"anchor;swords";"S"
"941";"kogler";NA;"S"
"942";"kok";NA;"S"
"943";"kol";NA;"S"
"944";"kolbe";"swords;anchor;wheel";"S"
"945";"kolde";NA;"S"
"946";"koldskål";NA;"S"
"947";"kommen";"flower";"S"
"948";"komst";NA;"S"
"949";"kop";"bol;mur";"S"
"950";"korde";NA;"S"
"951";"korde";"HÅN";"S"
"952";"kordel";NA;"S"
"953";"korduan";NA;"S"
"954";"korn";"swords";"S"
"955";"kort";"mat;tøj;kom";"S"
"956";"kortvil";NA;"S"
"957";"kove";NA;"S"
"958";"kovs";NA;"S"
"959";"kovsken";NA;"S"
"960";"kraftkirke";NA;"S"
"961";"kragejolle";"skb";"S"
"962";"krakel";NA;"S"
"963";"kram";NA;"S"
"964";"krammeri";NA;"S"
"965";"krampe";"med";"S"
"966";"krampe";NA;"S"
"967";"kran";"tek;sun";"S"
"968";"krans";"bot";"S"
"969";"krave";"tøj";"S"
"970";"kravel";"anchor";"S"
"971";"kreds";NA;"S"
"972";"krejert";NA;"S"
"973";"kride";NA;"S"
"974";"kridt";"gel;und;øko";"S"
"975";"krig";"mil;spi;rel;pol";"S"
"976";"kristen";NA;"S"
"977";"kro";"gas";"S"
"978";"kroer";NA;"S"
"979";"kroerske";NA;"S"
"980";"krofader";NA;"S"
"981";"krone";"ban;øko;kon;bot;tan;ska";"S"
"982";"krop";"wheel";"S"
"983";"krop";"DYR";"S"
"984";"krud";NA;"S"
"985";"krudt";"våb;mil";"S"
"986";"krukke";"bol";"S"
"987";"krumholt";"ski";"S"
"988";"krumkage";NA;"S"
"989";"krumme";"bag";"S"
"990";"krus";"bol;drk";"S"
"991";"krusbær";NA;"S"
"992";"kruse";"frs";"S"
"993";"krusemynte";"flower";"S"
"994";"krybbe";"lan";"S"
"995";"krydde";NA;"S"
"996";"krydder";"bag;ana;tek";"S"
"997";"krydderbrød";NA;"S"
"998";"krydderi";"gas";"S"
"999";"kryds";"music;plus;swords;anchor";"S"
"1000";"krydsurt";NA;"S"
"1001";"kræft";"med";"S"
"1002";"kræge";"bot";"S"
"1003";"kræmmer";"han";"S"
"1004";"kræmmerhus";"anchor";"S"
"1005";"kræmmeri";NA;"S"
"1006";"krøbel";NA;"S"
"1007";"krøgle";NA;"S"
"1008";"krølle";"ana;spo";"S"
"1009";"krønike";NA;"S"
"1010";"krøs";NA;"S"
"1011";"kråse";"zoo";"S"
"1012";"kube";"lan";"S"
"1013";"kuf";"skb";"S"
"1014";"kulde";NA;"S"
"1015";"kule";"lan";"S"
"1016";"kule";NA;"S"
"1017";"kulegraver";NA;"S"
"1018";"kuller";NA;"S"
"1019";"kumme";NA;"S"
"1020";"kummer";"psy";"S"
"1021";"kumpan";NA;"S"
"1022";"kundskab";NA;"S"
"1023";"kundskaber";NA;"S"
"1024";"kunst";"kun;vid";"S"
"1025";"kunster";NA;"S"
"1026";"kur";NA;"S"
"1027";"kure";NA;"S"
"1028";"kure";NA;"S"
"1029";"kuretårn";NA;"S"
"1030";"kurv";"fri;han;bot;spo";"S"
"1031";"kuvert";NA;"S"
"1032";"kvabbe";"fish;anchor";"S"
"1033";"kvalm";"kom";"S"
"1034";"kvalster";NA;"S"
"1035";"kvansvis";NA;"S"
"1036";"kvant";NA;"S"
"1037";"kvarter";"anchor;swords";"S"
"1038";"kvase";NA;"S"
"1039";"kvast";NA;"S"
"1040";"kvater";NA;"S"
"1041";"kvikstjært";"bird";"S"
"1042";"kviksølv";NA;"S"
"1043";"kvint";NA;"S"
"1044";"kvintin";NA;"S"
"1045";"kvittebrev";NA;"S"
"1046";"kvæde";"bot";"S"
"1047";"kvæg";NA;"S"
"1048";"kyrbis";NA;"S"
"1049";"kyssel";NA;"S"
"1050";"kæbe";"ana;hån";"S"
"1051";"kæde";"han;kem;dan;spo;håa";"S"
"1052";"kælderhals";"flower";"S"
"1053";"kæmler";NA;"S"
"1054";"kæmner";"oad";"S"
"1055";"kæmpe";NA;"S"
"1056";"kæmper";NA;"S"
"1057";"kætter";"rel";"S"
"1058";"købmandskab";"spades";"S"
"1059";"købslag";NA;"S"
"1060";"købstad";NA;"S"
"1061";"køgemester";NA;"S"
"1062";"køje";"anchor";"S"
"1063";"køkerske";NA;"S"
"1064";"køkken";NA;"S"
"1065";"køkkenmester";NA;"S"
"1066";"kønrøg";"hån";"S"
"1067";"kørsener";NA;"S"
"1068";"kørvel";"bot";"S"
"1069";"køter";NA;"S"
"1070";"kå";"bird";"S"
"1071";"kådner";NA;"S"
"1072";"kårde";NA;"S"
"1073";"kås";"anchor";"S"
"1074";"lade";NA;"S"
"1075";"lade";NA;"S"
"1076";"lage";NA;"S"
"1077";"lagen";NA;"S"
"1078";"lak";NA;"S"
"1079";"lakhed";NA;"S"
"1080";"lakrids";"flower";"S"
"1081";"laktuk";"flower";"S"
"1082";"lampe";"bol;tek";"S"
"1083";"landfaring";NA;"S"
"1084";"landløbere";NA;"S"
"1085";"landskab";NA;"S"
"1086";"landsåt";NA;"S"
"1087";"langhilde";NA;"S"
"1088";"langvogn";NA;"S"
"1089";"lapperi";NA;"S"
"1090";"las";NA;"S"
"1091";"last";"tra;ski";"S"
"1092";"lasttold";NA;"S"
"1093";"latte";"anchor";"S"
"1094";"lave";NA;"S"
"1095";"le";NA;"S"
"1096";"ledehund";NA;"S"
"1097";"leding";NA;"S"
"1098";"ledsager";NA;"S"
"1099";"legeme";NA;"S"
"1100";"legenhed";NA;"S"
"1101";"lejd";NA;"S"
"1102";"lejde";NA;"S"
"1103";"lejdebrev";"anchor";"S"
"1104";"lejder";"anchor";"S"
"1105";"leje";NA;"S"
"1106";"lejle";NA;"S"
"1107";"lejlighed";"bol";"S"
"1108";"lejr";NA;"S"
"1109";"lektie";NA;"S"
"1110";"lemmike";"flower";"S"
"1111";"lempe";NA;"S"
"1112";"len";"his;sam";"S"
"1113";"lening";NA;"S"
"1114";"lidkøb";NA;"S"
"1115";"ligedeler";NA;"S"
"1116";"lignelse";NA;"S"
"1117";"ligtorn";NA;"S"
"1118";"likker";NA;"S"
"1119";"limstang";NA;"S"
"1120";"linned";NA;"S"
"1121";"lire";"fish";"S"
"1122";"lirekasse";"msk";"S"
"1123";"lispund";"mål";"S"
"1124";"livgeding";NA;"S"
"1125";"lo";NA;"S"
"1126";"lod";"comet;swords;anchor";"S"
"1127";"lodsmand";"fish";"S"
"1128";"los";"zoo";"S"
"1129";"lose";NA;"S"
"1130";"lov";NA;"S"
"1131";"love";NA;"S"
"1132";"loven";NA;"S"
"1133";"lubbe";"fish";"S"
"1134";"luder";"swords";"S"
"1135";"luft";"met;ana;kem;rad;fly";"S"
"1136";"luge";"hav";"S"
"1137";"lugt";"kem";"S"
"1138";"lune";NA;"S"
"1139";"lunstikke";NA;"S"
"1140";"lunte";"kem";"S"
"1141";"lut";"msk";"S"
"1142";"luv";"anchor";"S"
"1143";"lygte";"trf;tea";"S"
"1144";"lykke";"flower";"S"
"1145";"lykkehjul";NA;"S"
"1146";"lyksalighed";NA;"S"
"1147";"lyske";NA;"S"
"1148";"lædike";NA;"S"
"1149";"lægmand";NA;"S"
"1150";"lægte";"tøm";"S"
"1151";"længe";"anchor";"S"
"1152";"lære";NA;"S"
"1153";"løffel";NA;"S"
"1154";"løfte";NA;"S"
"1155";"løgner";NA;"S"
"1156";"løjert";NA;"S"
"1157";"løsen";"swords";"S"
"1158";"løsgængere";NA;"S"
"1159";"maddike";NA;"S"
"1160";"mag";NA;"S"
"1161";"magt";"pol";"S"
"1162";"maledide";NA;"S"
"1163";"malle";"zoo";"S"
"1164";"man";NA;"S"
"1165";"mandel";"bot;med";"S"
"1166";"mandskab";"swords;anchor";"S"
"1167";"mandslag";NA;"S"
"1168";"mang";NA;"S"
"1169";"manggods";NA;"S"
"1170";"mangkorn";NA;"S"
"1171";"manglebræt";"bol";"S"
"1172";"mansat";NA;"S"
"1173";"manse";NA;"S"
"1174";"marekat";"zoo";"S"
"1175";"mareminde";NA;"S"
"1176";"mark";"currency";"S"
"1177";"markgreve";NA;"S"
"1178";"marsk";"gel";"S"
"1179";"marskal";"mil";"S"
"1180";"marstald";NA;"S"
"1181";"marter";NA;"S"
"1182";"marterpæl";"his";"S"
"1183";"mase";NA;"S"
"1184";"mask";NA;"S"
"1185";"maskepi";NA;"S"
"1186";"mast";"ski;ele";"S"
"1187";"mat";"søf;mil";"S"
"1188";"materie";NA;"S"
"1189";"matjessild";NA;"S"
"1190";"medbroder";NA;"S"
"1191";"medgift";NA;"S"
"1192";"medister";"mad";"S"
"1193";"medisterpølse";"mad";"S"
"1194";"medlidenhed";NA;"S"
"1195";"mejer";"zoo";"S"
"1196";"mejerske";NA;"S"
"1197";"melding";"spades";"S"
"1198";"menig";"sam";"S"
"1199";"mening";"mercury";"S"
"1200";"menneske";NA;"S"
"1201";"messe";NA;"S"
"1202";"messing";"music";"S"
"1203";"mestepart";NA;"S"
"1204";"mester";"anchor";"S"
"1205";"mestermand";NA;"S"
"1206";"mesterskab";NA;"S"
"1207";"middel";"øko";"S"
"1208";"midler";NA;"S"
"1209";"midnat";NA;"S"
"1210";"mile";NA;"S"
"1211";"minde";NA;"S"
"1212";"mink";NA;"S"
"1213";"misdæder";"kri";"S"
"1214";"mishag";NA;"S"
"1215";"missemav";NA;"S"
"1216";"mitte";"zoo";"S"
"1217";"mode";NA;"S"
"1218";"modefarve";NA;"S"
"1219";"moderløs";"fish;flower";"S"
"1220";"mor";NA;"S"
"1221";"morads";NA;"S"
"1222";"morbær";"flower";"S"
"1223";"morderi";NA;"S"
"1224";"morgen";NA;"S"
"1225";"morgendag";NA;"S"
"1226";"morian";NA;"S"
"1227";"morrod";"flower";"S"
"1228";"morsel";NA;"S"
"1229";"morter";NA;"S"
"1230";"mortér";"swords";"S"
"1231";"mos";"gas";"S"
"1232";"moskølle";"anchor";"S"
"1233";"most";NA;"S"
"1234";"mudder";NA;"S"
"1235";"mug";NA;"S"
"1236";"muk";NA;"S"
"1237";"mumme";NA;"S"
"1238";"mundlæder";"ana";"S"
"1239";"mundskænk";NA;"S"
"1240";"munk";"bird;swords;flower";"S"
"1241";"murermester";NA;"S"
"1242";"musling";"zoo;gas";"S"
"1243";"mussel";NA;"S"
"1244";"mynster";NA;"S"
"1245";"mynte";"flower";"S"
"1246";"mysike";"flower";"S"
"1247";"mytse";"anchor";"S"
"1248";"mytteri";"søf";"S"
"1249";"mæfikke";NA;"S"
"1250";"mægler";"anchor;wheel";"S"
"1251";"mælde";"bot";"S"
"1252";"mælkemund";NA;"S"
"1253";"mærling";"anchor";"S"
"1254";"mærs";"anchor";"S"
"1255";"mæsk";NA;"S"
"1256";"mæslinger";NA;"S"
"1257";"mødrene";NA;"S"
"1258";"møje";NA;"S"
"1259";"mølle";"spades";"S"
"1260";"møller";"bird";"S"
"1261";"mønje";"mal";"S"
"1262";"mønster";"håa";"S"
"1263";"mønsterplads";"swords";"S"
"1264";"mønstring";"swords;anchor";"S"
"1265";"mønt";"ban";"S"
"1266";"mønter";NA;"S"
"1267";"mørser";"swords";"S"
"1268";"måde";"spr;kom";"S"
"1269";"måltid";"etn;mad";"S"
"1270";"måneså";NA;"S"
"1271";"måtte";NA;"S"
"1272";"naboerske";NA;"S"
"1273";"nagletog";NA;"S"
"1274";"nakke";"wheel;music;anchor";"S"
"1275";"nar";NA;"S"
"1276";"narv";"tin";"S"
"1277";"natelrem";NA;"S"
"1278";"nathus";NA;"S"
"1279";"natskade";"flower";"S"
"1280";"nattergal";"zoo";"S"
"1281";"navleorm";NA;"S"
"1282";"negenøje";"fish;comet";"S"
"1283";"nellike";"bot;gas";"S"
"1284";"nest";NA;"S"
"1285";"nid";"psy";"S"
"1286";"nobel";NA;"S"
"1287";"nobiskro";NA;"S"
"1288";"noppe";NA;"S"
"1289";"nyk";NA;"S"
"1290";"nykke";NA;"S"
"1291";"nymære";NA;"S"
"1292";"nytte";NA;"S"
"1293";"næb";"anchor";"S"
"1294";"næsedug";NA;"S"
"1295";"nødhjælper";NA;"S"
"1296";"nødstald";NA;"S"
"1297";"nødtørft";"zoo";"S"
"1298";"nødværge";NA;"S"
"1299";"nåd";"ski";"S"
"1300";"nådler";NA;"S"
"1301";"offer";NA;"S"
"1302";"offerpenge";NA;"S"
"1303";"oldefader";NA;"S"
"1304";"oldemoder";NA;"S"
"1305";"oldentorre";NA;"S"
"1306";"oldermand";NA;"S"
"1307";"oldfrue";NA;"S"
"1308";"oldgesel";NA;"S"
"1309";"olie";NA;"S"
"1310";"oliebrødkage";NA;"S"
"1311";"om";NA;"S"
"1312";"omstændighed";NA;"S"
"1313";"ophæver";NA;"S"
"1314";"opkomst";NA;"S"
"1315";"opløb";"anchor";"S"
"1316";"oprømmer";"wheel";"S"
"1317";"oprør";NA;"S"
"1318";"opsat";NA;"S"
"1319";"opsidder";NA;"S"
"1320";"opsigt";NA;"S"
"1321";"optog";"swords";"S"
"1322";"orden";"hyg;bio;rel;okk;sam";"S"
"1323";"ordning";NA;"S"
"1324";"ore";NA;"S"
"1325";"organist";"bird";"S"
"1326";"orgel";"swords";"S"
"1327";"orgelist";NA;"S"
"1328";"orlog";"mil";"S"
"1329";"orlogger";NA;"S"
"1330";"orlov";"swords";"S"
"1331";"ort";NA;"S"
"1332";"ort";NA;"S"
"1333";"os";NA;"S"
"1334";"ost";"anchor";"S"
"1335";"overdåd";NA;"S"
"1336";"overdådighed";NA;"S"
"1337";"overfald";NA;"S"
"1338";"overflod";"mål";"S"
"1339";"overhaling";"trf";"S"
"1340";"overherre";NA;"S"
"1341";"overhæng";"anchor";"S"
"1342";"overhånd";"spo";"S"
"1343";"overlast";"anchor";"S"
"1344";"overløb";"anchor";"S"
"1345";"overmod";NA;"S"
"1346";"overskærer";"wheel;mercury";"S"
"1347";"overslag";"spo";"S"
"1348";"ovnbrød";NA;"S"
"1349";"ovrighed";NA;"S"
"1350";"padde";"anchor";"S"
"1351";"paddehat";"flower";"S"
"1352";"pagt";NA;"S"
"1353";"pak";"sam";"S"
"1354";"pakkenelliker";NA;"S"
"1355";"palads";NA;"S"
"1356";"paladsgreve";NA;"S"
"1357";"pale";NA;"S"
"1358";"paltsrok";NA;"S"
"1359";"pamper";"spades";"S"
"1360";"pande";"gas";"S"
"1361";"pander";NA;"S"
"1362";"panel";"byt;sam;tek;aut;tøj;psy";"S"
"1363";"panser";"mil;pot";"S"
"1364";"pant";"jur;øko;han";"S"
"1365";"pantoffel";NA;"S"
"1366";"pap";NA;"S"
"1367";"papegøje";"bird;flower;anchor";"S"
"1368";"papir";"mercury";"S"
"1369";"par";"zoo";"S"
"1370";"paradiskorn";NA;"S"
"1371";"pardel";NA;"S"
"1372";"parder";NA;"S"
"1373";"parkem";NA;"S"
"1374";"parlament";NA;"S"
"1375";"part";"anchor";"S"
"1376";"parti";"mercury;anchor";"S"
"1377";"partisan";NA;"S"
"1378";"pas";NA;"S"
"1379";"pas";NA;"S"
"1380";"pasbord";NA;"S"
"1381";"pashamp";NA;"S"
"1382";"passager";NA;"S"
"1383";"passion";"music";"S"
"1384";"passionerer";NA;"S"
"1385";"patine";NA;"S"
"1386";"patron";"wheel";"S"
"1387";"patrone";NA;"S"
"1388";"paulun";NA;"S"
"1389";"pave";"rel";"S"
"1390";"pavement";NA;"S"
"1391";"pavst";"spades";"S"
"1392";"pebling";"und";"S"
"1393";"pejs";"bol";"S"
"1394";"peklin";NA;"S"
"1395";"peld";NA;"S"
"1396";"pels";"zoo;tøj;nyd";"S"
"1397";"pelser";NA;"S"
"1398";"pelteri";NA;"S"
"1399";"pene";NA;"S"
"1400";"penningebrev";NA;"S"
"1401";"penningebræde";NA;"S"
"1402";"pens";NA;"S"
"1403";"pensel";"mal";"S"
"1404";"pension";NA;"S"
"1405";"pergament";NA;"S"
"1406";"perikel";NA;"S"
"1407";"perk";NA;"S"
"1408";"perle";NA;"S"
"1409";"perm";"bog";"S"
"1410";"perse";"mad";"S"
"1411";"persik";NA;"S"
"1412";"persil";NA;"S"
"1413";"persille";"bot";"S"
"1414";"persone";NA;"S"
"1415";"pert";NA;"S"
"1416";"pert";NA;"S"
"1417";"pfalzgreve";NA;"S"
"1418";"pibe";"nyd;tek;msk";"S"
"1419";"pibekande";NA;"S"
"1420";"pibeovn";NA;"S"
"1421";"piber";"bird;fish;anchor";"S"
"1422";"pik";"anchor";"S"
"1423";"pikkelhering";NA;"S"
"1424";"pikkelhue";"swords";"S"
"1425";"pikkeronne";"anchor";"S"
"1426";"pil";"våb;bot;und";"S"
"1427";"pilar";NA;"S"
"1428";"pilkentavl";NA;"S"
"1429";"pille";"med";"S"
"1430";"pille";NA;"S"
"1431";"pindsyl";NA;"S"
"1432";"pinebænk";NA;"S"
"1433";"pinelighed";NA;"S"
"1434";"pings";NA;"S"
"1435";"pinke";NA;"S"
"1436";"pinse";NA;"S"
"1437";"pinsun";NA;"S"
"1438";"pint";NA;"S"
"1439";"pint";NA;"S"
"1440";"pip";NA;"S"
"1441";"piping";NA;"S"
"1442";"pirris";NA;"S"
"1443";"pis";NA;"S"
"1444";"pisel";NA;"S"
"1445";"pit";NA;"S"
"1446";"pitser";NA;"S"
"1447";"pitserring";NA;"S"
"1448";"pjalt";"tøj;psy";"S"
"1449";"plade";"msk;gas;aut;spi;fam;fot";"S"
"1450";"pladeslager";NA;"S"
"1451";"plads";"mercury;anchor";"S"
"1452";"plage";NA;"S"
"1453";"plan";"wheel";"S"
"1454";"planche";NA;"S"
"1455";"planet";NA;"S"
"1456";"planke";"byt;spo";"S"
"1457";"planse";NA;"S"
"1458";"plante";"bot";"S"
"1459";"plasning";NA;"S"
"1460";"plaster";"swords";"S"
"1461";"platte";NA;"S"
"1462";"plattenslager";NA;"S"
"1463";"plejl";"lan";"S"
"1464";"pligt";NA;"S"
"1465";"pligt";"SØF";"S"
"1466";"plogskat";NA;"S"
"1467";"pluds";NA;"S"
"1468";"plukgæld";NA;"S"
"1469";"plyg";NA;"S"
"1470";"plyndergreve";"anchor";"S"
"1471";"plæk";NA;"S"
"1472";"pløk";NA;"S"
"1473";"podagel";NA;"S"
"1474";"podagra";NA;"S"
"1475";"pode";NA;"S"
"1476";"poderis";NA;"S"
"1477";"pogge";NA;"S"
"1478";"pojte";NA;"S"
"1479";"pok";NA;"S"
"1480";"pokker";NA;"S"
"1481";"pol";NA;"S"
"1482";"polamit";NA;"S"
"1483";"polej";"flower";"S"
"1484";"poløxe";NA;"S"
"1485";"pometekens";NA;"S"
"1486";"pomissten";NA;"S"
"1487";"popelsi";NA;"S"
"1488";"poppel";"flower";"S"
"1489";"poppele";NA;"S"
"1490";"porreløg";NA;"S"
"1491";"pors";"bot";"S"
"1492";"port";"anchor";"S"
"1493";"porthus";NA;"S"
"1494";"portner";NA;"S"
"1495";"portugaløs";NA;"S"
"1496";"positiv";NA;"S"
"1497";"possement";NA;"S"
"1498";"post";NA;"S"
"1499";"post";"BIO";"S"
"1500";"posteg";NA;"S"
"1501";"postej";NA;"S"
"1502";"postelats";NA;"S"
"1503";"pote";"zoo;ana";"S"
"1504";"potte";"bol";"S"
"1505";"potter";NA;"S"
"1506";"potteskår";NA;"S"
"1507";"pragt";NA;"S"
"1508";"prakker";NA;"S"
"1509";"prakkerfoged";NA;"S"
"1510";"praktik";NA;"S"
"1511";"pral";NA;"S"
"1512";"pram";"skb;skm";"S"
"1513";"prampering";NA;"S"
"1514";"prang";NA;"S"
"1515";"prange";NA;"S"
"1516";"preg";NA;"S"
"1517";"prent";NA;"S"
"1518";"prenteri";NA;"S"
"1519";"present";"s";"S"
"1520";"prik";"anchor";"S"
"1521";"primegæld";NA;"S"
"1522";"prin";NA;"S"
"1523";"pris";NA;"S"
"1524";"pris";"HAN";"S"
"1525";"prison";NA;"S"
"1526";"proces";NA;"S"
"1527";"prop";"ele;ana;hel;psy";"S"
"1528";"proviant";NA;"S"
"1529";"proviantbrød";NA;"S"
"1530";"provst";NA;"S"
"1531";"provsti";NA;"S"
"1532";"prunk";NA;"S"
"1533";"prys";NA;"S"
"1534";"pryssing";NA;"S"
"1535";"prøve";"wheel";"S"
"1536";"pudder";NA;"S"
"1537";"pudderbysse";NA;"S"
"1538";"puds";NA;"S"
"1539";"pugge";NA;"S"
"1540";"puk";NA;"S"
"1541";"pukkel";"zoo;fyo;gel";"S"
"1542";"pukker";NA;"S"
"1543";"pukkere";NA;"S"
"1544";"pukpyk";NA;"S"
"1545";"puld";"tøj";"S"
"1546";"pulpet";NA;"S"
"1547";"puls";NA;"S"
"1548";"puls";"HÅN";"S"
"1549";"pult";"music";"S"
"1550";"pulteri";NA;"S"
"1551";"pulver";NA;"S"
"1552";"pumpe";"anchor";"S"
"1553";"pumpetugge";NA;"S"
"1554";"pundert";NA;"S"
"1555";"pundert";"MIL";"S"
"1556";"puppe";NA;"S"
"1557";"pus";NA;"S"
"1558";"puster";NA;"S"
"1559";"put";NA;"S"
"1560";"pykke";NA;"S"
"1561";"pynt";NA;"S"
"1562";"pægl";"mål";"S"
"1563";"pøker";NA;"S"
"1564";"pøl";NA;"S"
"1565";"pølle";"bol";"S"
"1566";"rabalder";NA;"S"
"1567";"rabus";NA;"S"
"1568";"rack";NA;"S"
"1569";"rad";NA;"S"
"1570";"raft";NA;"S"
"1571";"rage";NA;"S"
"1572";"rak";NA;"S"
"1573";"rakker";"spades";"S"
"1574";"rakkeri";NA;"S"
"1575";"rakkerknægt";NA;"S"
"1576";"rakkerkule";NA;"S"
"1577";"ram";NA;"S"
"1578";"ramme";NA;"S"
"1579";"rampe";NA;"S"
"1580";"rams";"flower";"S"
"1581";"ranke";"bot;bol";"S"
"1582";"ransel";"anchor";"S"
"1583";"ranson";"anchor";"S"
"1584";"ranson";"SØF";"S"
"1585";"ransoning";NA;"S"
"1586";"raphøns";NA;"S"
"1587";"ras";NA;"S"
"1588";"rask";NA;"S"
"1589";"raskop";NA;"S"
"1590";"rasp";"wheel";"S"
"1591";"rast";NA;"S"
"1592";"rat";"tra";"S"
"1593";"re";NA;"S"
"1594";"rebbenspær";NA;"S"
"1595";"rebe";NA;"S"
"1596";"reberbane";"hån";"S"
"1597";"rebslager";NA;"S"
"1598";"rebsmand";NA;"S"
"1599";"red";"hvn";"S"
"1600";"redding";NA;"S"
"1601";"reder";NA;"S"
"1602";"redskab";"hån";"S"
"1603";"regd";NA;"S"
"1604";"regel";NA;"S"
"1605";"regerer";NA;"S"
"1606";"regimente";NA;"S"
"1607";"regnskab";"erh";"S"
"1608";"rejnfald";NA;"S"
"1609";"rejnfan";"bot";"S"
"1610";"rejse";"rej";"S"
"1611";"rejsner";NA;"S"
"1612";"rem";NA;"S"
"1613";"rem";NA;"S"
"1614";"remmesnider";NA;"S"
"1615";"remp";NA;"S"
"1616";"rende";NA;"S"
"1617";"rendebane";NA;"S"
"1618";"rendespil";NA;"S"
"1619";"rendesten";"anchor";"S"
"1620";"rente";"ban;øko";"S"
"1621";"rentemester";NA;"S"
"1622";"rentener";NA;"S"
"1623";"ret";"anchor;swords";"S"
"1624";"ret";NA;"S"
"1625";"retfærdighed";NA;"S"
"1626";"retgang";NA;"S"
"1627";"retning";"swords";"S"
"1628";"retter";NA;"S"
"1629";"retterbænk";NA;"S"
"1630";"retterdag";NA;"S"
"1631";"rettergang";NA;"S"
"1632";"rettesnor";NA;"S"
"1633";"rettesværd";NA;"S"
"1634";"rettighed";NA;"S"
"1635";"revir";"anchor";"S"
"1636";"ribalde";NA;"S"
"1637";"ribbe";"bot;bol;ark;spo;hån";"S"
"1638";"ribbe";NA;"S"
"1639";"ridder";"spades;fish;flower";"S"
"1640";"ridderskab";NA;"S"
"1641";"riddersmand";NA;"S"
"1642";"ridelagen";NA;"S"
"1643";"rigel";NA;"S"
"1644";"rim";NA;"S"
"1645";"rind";NA;"S"
"1646";"rindsel";NA;"S"
"1647";"ringeldue";NA;"S"
"1648";"ris";NA;"S"
"1649";"ris";NA;"S"
"1650";"risp";NA;"S"
"1651";"rist";"bol";"S"
"1652";"rist";NA;"S"
"1653";"ritmester";"mil";"S"
"1654";"rode";"oad";"S"
"1655";"rode";NA;"S"
"1656";"rodemester";NA;"S"
"1657";"rodset";NA;"S"
"1658";"roe";"bot";"S"
"1659";"roe";"KRO";"S"
"1660";"rok";NA;"S"
"1661";"rok";"BEK";"S"
"1662";"rokke";"zoo";"S"
"1663";"rokkel";NA;"S"
"1664";"roland";NA;"S"
"1665";"romer";NA;"S"
"1666";"ror";"anchor";"S"
"1667";"ros";NA;"S"
"1668";"rosbåre";NA;"S"
"1669";"rose";"flower;swords;anchor";"S"
"1670";"rosennobel";NA;"S"
"1671";"rosin";NA;"S"
"1672";"rost";NA;"S"
"1673";"rotlask";NA;"S"
"1674";"rotsten";NA;"S"
"1675";"rotte";"zoo";"S"
"1676";"rottekrudt";NA;"S"
"1677";"rotværk";NA;"S"
"1678";"rov";"kri;zoo";"S"
"1679";"rubank";NA;"S"
"1680";"rud";NA;"S"
"1681";"rude";NA;"S"
"1682";"rude";"BIO";"S"
"1683";"ruelse";"psy";"S"
"1684";"ruf";"ski";"S"
"1685";"ruffer";NA;"S"
